k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.5478804533399215,0.5262379533724296,0.5662735725248998,0
12,D20170712,2017-07-12,0.43015424210332154,0.3988382959828281,0.4585625629993291,0
13,D20170724,2017-07-24,0.43418908876903467,0.4005806292684829,0.4623710696003826,0
14,D20170805,2017-08-05,0.39670662503714343,0.3615663276682699,0.42858078193575355,0
15,D20170817,2017-08-17,0.451075918977505,0.42285341148741745,0.48482753414425184,0
16,D20170829,2017-08-29,0.37253294265923265,0.342506643675072,0.40317659292885655,0
17,D20170910,2017-09-10,0.3749777861897283,0.34692716181911964,0.408752722847259,0
18,D20170922,2017-09-22,0.41580616746877186,0.3820719741900809,0.44819829744689277,0
19,D20171004,2017-10-04,0.36069858038702357,0.332921697582993,0.38469150616135245,0
20,D20171016,2017-10-16,0.4625375226773505,0.4341223871381918,0.4885263081345649,0
21,D20171028,2017-10-28,0.6920089519849394,0.6722602485731389,0.7122915814836273,0
22,D20171109,2017-11-09,0.7894275266312882,0.7687423756664746,0.8136778075246182,0
23,D20171121,2017-11-21,0.7871717111881992,0.7656502012366531,0.8047191283421249,0
24,D20171203,2017-12-03,0.8469898300480974,0.8294375005719002,0.8627042045144242,0
25,D20171215,2017-12-15,0.9049263368379382,0.8906738959676095,0.917989020478123,0
26,D20171227,2017-12-27,0.9507491532264084,0.9381477342395123,0.9614296254450587,1
27,D20180108,2018-01-08,0.9658429858057965,0.957280410766462,0.974261935618719,1
28,D20180120,2018-01-20,0.9716722749012598,0.9650004021361859,0.97882657864941,1
29,D20180201,2018-02-01,0.9751874749266884,0.9668726350419063,0.9813884630740253,1
30,D20180213,2018-02-13,0.959130923502139,0.9470980456181363,0.9706155115726125,1
31,D20180225,2018-02-25,0.9245505827121894,0.9067467977197193,0.9419004956147892,0
