k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.6258905390117853,0.596315108136106,0.6531601884212711,0
12,D20170712,2017-07-12,0.39829133056991123,0.3658763546812264,0.423118737090104,0
13,D20170724,2017-07-24,0.49635910231644886,0.46698375225328703,0.5272030802187043,0
14,D20170805,2017-08-05,0.39905394452254395,0.3665185505181778,0.4271409056299547,0
15,D20170817,2017-08-17,0.49849475850397634,0.4704721030663005,0.5261866509087074,0
16,D20170829,2017-08-29,0.37886189198573883,0.34927348198405805,0.4110393486645948,0
17,D20170910,2017-09-10,0.4107337131232689,0.3873616904360457,0.440550449790528,0
18,D20170922,2017-09-22,0.3786389110826325,0.34750677972713495,0.4066439399521578,0
19,D20171004,2017-10-04,0.308507805054009,0.2788021253981028,0.33301671730693005,0
20,D20171016,2017-10-16,0.4853591124300536,0.4559722882415861,0.5156690799653826,0
21,D20171028,2017-10-28,0.6042613914104673,0.5781876998339924,0.634529965406656,0
22,D20171109,2017-11-09,0.7337844001019066,0.7095577657795109,0.7580778444151952,0
23,D20171121,2017-11-21,0.7967830068324623,0.7747121355068914,0.817688706619258,0
24,D20171203,2017-12-03,0.852532567011059,0.8323590440428219,0.8688886737741228,0
25,D20171215,2017-12-15,0.9420389315988019,0.9313858142728005,0.9527159964958768,0
26,D20171227,2017-12-27,0.9769522989427429,0.9677477869265767,0.9840218049316827,1
27,D20180108,2018-01-08,0.981504143447516,0.9728787918191534,0.9881689126093052,1
28,D20180120,2018-01-20,0.9861607360007243,0.980829409495519,0.9907422229992039,1
29,D20180201,2018-02-01,0.9904098947655353,0.9828844458057677,0.9947734215432301,1
30,D20180213,2018-02-13,0.9845435224529249,0.9786973532696561,0.9899740104439824,1
31,D20180225,2018-02-25,0.9195284555899579,0.9041393659540429,0.9327683560720877,0
