k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20240518,2024-05-18,0.49613733905579405,0.23358369098712448,0.7316738197424889,0
12,D20240530,2024-05-30,0.4188841201716738,0.08967811158798282,0.7610515021459228,0
13,D20240611,2024-06-11,0.6051502145922747,0.30630901287553647,0.8210944206008584,0
14,D20240623,2024-06-23,0.6163090128755365,0.4024892703862661,0.8195922746781114,0
15,D20240705,2024-07-05,0.49785407725321884,0.1913733905579399,0.7871244635193134,0
16,D20240717,2024-07-17,0.45665236051502145,0.3075321888412017,0.6140772532188838,0
17,D20240729,2024-07-29,0.5038626609442061,0.300793991416309,0.6974892703862661,0
18,D20240822,2024-08-22,0.47725321888412015,0.32781115879828326,0.6390772532188841,0
19,D20240903,2024-09-03,0.486695278969957,0.25680257510729615,0.7571244635193132,0
20,D20240915,2024-09-15,0.49527896995708154,0.25603004291845494,0.7751502145922746,0
21,D20240927,2024-09-27,0.49699570815450644,0.2418884120171674,0.731673819742489,0
22,D20241009,2024-10-09,0.5948497854077253,0.3424892703862661,0.8601287553648068,0
23,D20241021,2024-10-21,0.5437768240343348,0.25489270386266094,0.8459871244635193,0
24,D20241102,2024-11-02,0.663519313304721,0.3928326180257511,0.9175965665236052,0
25,D20241114,2024-11-14,0.6618025751072961,0.38993562231759654,0.9403648068669528,0
26,D20241126,2024-11-26,0.6008583690987124,0.32866952789699566,0.8557725321888408,0
27,D20241208,2024-12-08,0.5665236051502146,0.3563733905579399,0.7695922746781115,0
28,D20241220,2024-12-20,0.6575107296137339,0.516244635193133,0.8270600858369098,1
29,D20250101,2025-01-01,0.6738197424892703,0.5613304721030042,0.8266523605150214,1
30,D20250113,2025-01-13,0.8476394849785408,0.7206545064377682,0.9532403433476395,1
31,D20250125,2025-01-25,0.8618025751072962,0.7076609442060086,0.9793991416309014,1
32,D20250206,2025-02-06,0.848068669527897,0.73,0.9376072961373391,1
