ID,Fi,Lambda,E_utm,N_utm,distance_m,label_text,epoch_col,epoch_date,risk_pk,top20
D30001800010,-12.6471396,28.0396531,612904.189041191,8601660.96163564,487.90540610194296,near-field,D20250206,2025-02-06,0.36905983,0
D30001800020,-12.64707092,28.03935792,612872.1600713569,8601668.68499494,455.14018810197774,near-field,D20250206,2025-02-06,0.6022222,0
D30001800030,-12.64699663,28.0390389,612837.544316175,8601677.039063483,419.7278122675519,near-field,D20250206,2025-02-06,0.46974358,0
D30001800031,-12.64698956,28.03900855,612834.2511429725,8601677.834093269,416.35881777264785,near-field,D20250206,2025-02-06,0.6420513,0
D30001800058,-12.64681437,28.03825522,612752.5097383189,8601697.534837665,332.7397533122384,near-field,D20250206,2025-02-06,0.06102564,0
D30001800061,-12.64679236,28.03816066,612742.2493401275,8601700.00988743,322.2433830032937,near-field,D20250206,2025-02-06,0.36837608,0
D30001800062,-12.64678504,28.03812926,612738.8422328188,8601700.833008125,318.75775446098055,near-field,D20250206,2025-02-06,0.5379487,0
D30001800063,-12.64677775,28.03809792,612735.4416287149,8601701.652784552,315.2790115376693,near-field,D20250206,2025-02-06,0.015726496,0
D30001800338,-12.64476525,28.02945561,611797.6866407983,8601927.942574777,73.77633124978458,buffer,D20250206,2025-02-06,0.0,0
D30001800342,-12.64473579,28.02932908,611783.9570986263,8601931.254889553,76.43579796089622,buffer,D20250206,2025-02-06,0.41863248,0
D30001800431,-12.64411356,28.0266561,611493.916178241,8602001.213501105,132.60280453336716,near-field,D20250206,2025-02-06,0.9194872,1
D30001900008,-12.64727752,28.03968512,612907.6060841175,8601645.693886729,493.29520907473557,near-field,D20250206,2025-02-06,0.36717948,0
D30001900009,-12.647271,28.03965712,612904.5679047428,8601646.42708106,490.18711545554044,near-field,D20250206,2025-02-06,0.3931624,0
D30001900010,-12.64726448,28.03962907,612901.5242947999,8601647.160296626,487.0736353851879,near-field,D20250206,2025-02-06,0.10888889,0
D30001900011,-12.64725794,28.03960094,612898.4720048149,8601647.895758374,483.9512556664132,near-field,D20250206,2025-02-06,0.0,0
D30001900015,-12.6472305,28.03948303,612885.6780047955,8601650.981495371,470.863077479476,near-field,D20250206,2025-02-06,0.4386325,0
D30001900023,-12.64717454,28.03924258,612859.5876136064,8601657.274396457,444.1727445142267,near-field,D20250206,2025-02-06,0.25880343,0
D30001900024,-12.64716722,28.03921113,612856.1750833164,8601658.097553486,440.6817350619291,near-field,D20250206,2025-02-06,0.4420513,0
D30001900030,-12.64712299,28.03902121,612835.5675315313,8601663.071298817,419.59988731627357,near-field,D20250206,2025-02-06,0.31863248,0
D30001900031,-12.6471158,28.03899031,612832.2146778144,8601663.879837679,416.169956114301,near-field,D20250206,2025-02-06,0.009572649,0
D30001900059,-12.64693113,28.03819636,612746.0657824659,8601684.646570036,328.0416691350677,near-field,D20250206,2025-02-06,0.77247864,0
D30001900061,-12.64691701,28.03813567,612739.4805080675,8601686.234391158,321.30503645232693,near-field,D20250206,2025-02-06,0.17606838,0
D30001900062,-12.64690994,28.03810533,612736.1884180699,8601687.029404968,317.93711790217077,near-field,D20250206,2025-02-06,0.0,0
D30001900068,-12.64686757,28.03792329,612716.4358529035,8601691.793949513,297.7303079542534,near-field,D20250206,2025-02-06,0.797094,0
D30001900069,-12.64686051,28.03789295,612713.1437574391,8601692.58785455,294.36252939336725,near-field,D20250206,2025-02-06,0.34991452,0
D30001900073,-12.64683226,28.03777157,612699.9732062474,8601695.76458535,280.88911889611103,near-field,D20250206,2025-02-06,0.48068377,0
D30001900097,-12.64665509,28.03701078,612617.4223333773,8601715.687130354,196.43848952388615,near-field,D20250206,2025-02-06,0.8576068,0
D30001900187,-12.64601038,28.03424148,612316.9336043489,8601788.182219159,0.0,core,D20250206,2025-02-06,0.66478634,0
D30001900188,-12.64600238,28.03420714,612313.2074646343,8601789.081756745,0.0,core,D20250206,2025-02-06,0.41111112,0
D30001900429,-12.64425318,28.02669535,611498.118531282,8601985.754888792,117.36017114987919,near-field,D20250206,2025-02-06,0.6851282,0
D30001900430,-12.64424625,28.02666558,611494.8882297992,8601986.534026435,117.98570620581226,near-field,D20250206,2025-02-06,0.3808547,0
D30002000003,-12.64743523,28.03980228,612920.26136765,8601628.20062042,508.1353281497387,far-field,D20250206,2025-02-06,0.43470085,0
D30002000007,-12.64740929,28.03969072,612908.1563841504,8601631.11772799,495.75233040266545,near-field,D20250206,2025-02-06,0.25794873,0
D30002000008,-12.64740278,28.03966272,612905.1182019814,8601631.84981651,492.64437903356423,near-field,D20250206,2025-02-06,0.24119659,0
D30002000009,-12.64739626,28.03963468,612902.075679729,8601632.583027955,489.53197780025494,near-field,D20250206,2025-02-06,0.671453,0
D30002000011,-12.64738292,28.03957735,612895.8550057954,8601634.08316917,483.168295337343,near-field,D20250206,2025-02-06,0.4488889,0
D30002000014,-12.64736216,28.03948815,612886.1762325375,8601636.417711098,473.266953411461,near-field,D20250206,2025-02-06,0.0013675214,0
D30002000015,-12.64735528,28.03945858,612882.9676963348,8601637.191396514,469.9846641193314,near-field,D20250206,2025-02-06,0.55538464,0
D30002000024,-12.64729203,28.03918683,612853.4810671565,8601644.304070268,439.8199171298265,near-field,D20250206,2025-02-06,0.74410254,0
D30002000054,-12.64709004,28.03831859,612759.2712986916,8601667.018480552,343.444949968154,near-field,D20250206,2025-02-06,0.58495724,0
D30002000061,-12.6470406,28.03810617,612736.222317619,8601672.578073801,319.8659283466125,near-field,D20250206,2025-02-06,0.448547,0
D30002000097,-12.64678478,28.03700721,612616.977754696,8601701.344984341,197.87863522429456,near-field,D20250206,2025-02-06,0.79094017,0
D30002000098,-12.64677754,28.03697612,612613.6042785291,8601702.159108311,194.42752722852148,near-field,D20250206,2025-02-06,0.55435896,0
D30002000099,-12.64677036,28.03694525,612610.2546698536,8601702.966501193,191.0009633299049,near-field,D20250206,2025-02-06,0.4360684,0
D30002000184,-12.64615973,28.03432245,612325.6623941641,8601771.629400872,0.0,core,D20250206,2025-02-06,0.090427354,0
D30002000333,-12.64505085,28.02956148,611809.0608611521,8601896.310122712,42.71703792983183,buffer,D20250206,2025-02-06,0.89760685,0
D30002000334,-12.64504348,28.02952983,611805.6265814893,8601897.138764244,43.38237726047332,buffer,D20250206,2025-02-06,0.87094015,0
D30002000429,-12.64437893,28.02667506,611495.8602840404,8601971.8556575,103.36971250357898,near-field,D20250206,2025-02-06,0.228547,0
D30002000430,-12.644372,28.02664529,611492.6299841295,8601972.634795012,103.99524750358506,near-field,D20250206,2025-02-06,0.015384615,0
D30002100014,-12.64748869,28.03947114,612884.2732039732,8601622.430852387,473.21465160090906,near-field,D20250206,2025-02-06,0.35726497,0
D30002100033,-12.64735161,28.03888232,612820.3824657241,8601637.845862983,407.85413126990045,near-field,D20250206,2025-02-06,0.0,0
D30002100099,-12.64689585,28.03692382,612607.8721818845,8601689.096561136,190.45800987380932,near-field,D20250206,2025-02-06,0.43008548,0
D30002100100,-12.64688878,28.03689349,612604.5811752236,8601689.891555078,187.09116790944987,near-field,D20250206,2025-02-06,0.39076924,0
D30002100104,-12.64686054,28.03677214,612591.4138712424,8601693.067115808,173.6211300253131,near-field,D20250206,2025-02-06,0.8719658,0
D30002100108,-12.64683229,28.03665079,612578.246569177,8601696.243776195,160.15094982703812,near-field,D20250206,2025-02-06,0.23042735,0
D30002100239,-12.6458624,28.03248616,612126.3544976588,8601805.301584626,0.0,core,D20250206,2025-02-06,0.88119656,0
D30002100240,-12.64585466,28.03245293,612122.7487943552,8601806.17186503,0.0,core,D20250206,2025-02-06,0.8820513,0
D30002100333,-12.64517537,28.02953593,611806.2317133796,8601882.54918876,28.83772932473425,buffer,D20250206,2025-02-06,0.9211966,1
D30002100334,-12.645168,28.02950431,611802.8006936391,8601883.377817262,29.503209772467308,buffer,D20250206,2025-02-06,0.9307692,1
D30002100335,-12.64516051,28.02947216,611799.3121630037,8601884.219943717,30.179453916021558,buffer,D20250206,2025-02-06,0.74188036,0
D30002100429,-12.64450469,28.02665479,611493.6042062861,8601957.955311555,89.37824302738555,buffer,D20250206,2025-02-06,0.82735044,0
D30002100430,-12.64449776,28.02662502,611490.3739079473,8601958.734448936,90.00377796962607,buffer,D20250206,2025-02-06,0.6776068,0
D30002100431,-12.64449083,28.02659526,611487.1446955542,8601959.513581676,90.62935962158191,buffer,D20250206,2025-02-06,0.0,0
D30002200015,-12.64760857,28.03942553,612879.2668929208,8601609.191822331,469.9877961288826,near-field,D20250206,2025-02-06,0.7921367,0
D30002200028,-12.64751402,28.03901946,612835.2057317605,8601619.824203234,424.9128042993192,near-field,D20250206,2025-02-06,0.031794872,0
D30002200029,-12.64750646,28.038987,612831.6836162983,8601620.674337197,421.30961826424704,near-field,D20250206,2025-02-06,0.942735,1
D30002200033,-12.64747637,28.03885779,612817.6635102512,8601624.058006883,406.9668514548639,near-field,D20250206,2025-02-06,0.28700855,0
D30002200111,-12.64693471,28.03653031,612565.1165056224,8601684.967987387,148.61303681997776,near-field,D20250206,2025-02-06,0.06017094,0
D30002200112,-12.64692764,28.03649997,612561.8244125776,8601685.762980625,145.24511794673558,near-field,D20250206,2025-02-06,0.9668376,1
D30002200237,-12.64600144,28.03252296,612130.2906372456,8601789.908045163,0.0,core,D20250206,2025-02-06,0.10136752,0
D30002200239,-12.64598611,28.03245715,612123.1497650306,8601791.631738365,0.0,core,D20250206,2025-02-06,0.86786324,0
D30002200333,-12.64530004,28.02951101,611803.4709263593,8601868.771395508,14.944812426722233,buffer,D20250206,2025-02-06,0.9208547,1
D30002200334,-12.64529278,28.02947987,611800.0919928483,8601869.587652784,15.600398161274976,buffer,D20250206,2025-02-06,0.9162393,1
D30002200335,-12.64528552,28.02944866,611796.7054565265,8601870.403939549,16.255653885288208,buffer,D20250206,2025-02-06,0.0,0
D30002300002,-12.64781933,28.03977076,612916.6692053272,8601585.732820805,510.14358220845514,far-field,D20250206,2025-02-06,0.00017094017,0
D30002300014,-12.64774271,28.03944119,612880.9087656152,8601594.349202713,473.56200729616864,near-field,D20250206,2025-02-06,0.79675215,0
D30002300015,-12.64773575,28.03941133,612877.6687728417,8601595.131861031,470.24735637155976,near-field,D20250206,2025-02-06,0.0,0
D30002300016,-12.64772879,28.03938141,612874.4222634067,8601595.91454485,466.9262417232496,near-field,D20250206,2025-02-06,0.0,0
D30002300029,-12.64763151,28.03896369,612829.0970312562,8601606.853881622,420.55784086409204,near-field,D20250206,2025-02-06,0.18341881,0
D30002300111,-12.64705831,28.03650085,612561.8627406736,8601671.310533468,147.17846504558878,near-field,D20250206,2025-02-06,0.6505983,0
D30002300331,-12.64543919,28.02954831,611807.4615056055,8601853.36553628,0.0,core,D20250206,2025-02-06,0.9594872,1
D30002300332,-12.64543203,28.02951754,611804.1227159334,8601854.170576151,0.3911392058418859,buffer,D20250206,2025-02-06,0.90752137,0
D30002300333,-12.64542489,28.02948688,611800.7958644128,8601854.973356625,1.035725688326291,buffer,D20250206,2025-02-06,0.942735,1
D30002300430,-12.64474711,28.02657522,611484.8569788837,8601931.177702148,62.2170048030728,buffer,D20250206,2025-02-06,0.9849573,1
D30002400002,-12.64794489,28.03974961,612914.3169501219,8601571.855031427,509.63162979666185,far-field,D20250206,2025-02-06,0.49384615,0
D30002400009,-12.64790417,28.03957429,612895.2936100657,8601576.434319252,490.1720421787484,near-field,D20250206,2025-02-06,0.08017094,0
D30002400014,-12.6478701,28.03942787,612879.4061280997,8601580.265635708,473.9193211962085,near-field,D20250206,2025-02-06,0.26188034,0
D30002400015,-12.64786325,28.03939844,612876.2127902547,8601581.03594248,470.6525420874294,near-field,D20250206,2025-02-06,0.08786325,0
D30002400016,-12.64785639,28.03936895,612873.0129401499,8601581.807380762,467.37915857218184,near-field,D20250206,2025-02-06,0.18444444,0
D30002400060,-12.64754205,28.0380186,612726.4914297797,8601617.155538142,317.4874093216896,near-field,D20250206,2025-02-06,0.9468376,1
D30002400115,-12.64715366,28.03635005,612545.4427766805,8601660.829721268,132.27480901571963,near-field,D20250206,2025-02-06,0.85555553,0
D30002400120,-12.64711835,28.03619836,612528.9833909483,8601664.800244771,115.43686744995367,near-field,D20250206,2025-02-06,0.7991453,0
D30002400121,-12.64711129,28.03616802,612525.6912952461,8601665.594127944,112.06909152069481,near-field,D20250206,2025-02-06,0.23111111,0
D30002400234,-12.64627344,28.03257042,612135.3265174283,8601759.804611646,0.0,core,D20250206,2025-02-06,0.6933333,0
D30002400330,-12.64557172,28.02955712,611808.3606859765,8601838.704018526,0.0,core,D20250206,2025-02-06,0.4565812,0
D30002400331,-12.64556431,28.02952533,611804.9112255292,8601839.537144352,0.0,core,D20250206,2025-02-06,0.66581196,0
D30002400332,-12.64555694,28.02949365,611801.4736945151,8601840.36579876,0.0,core,D20250206,2025-02-06,0.78478634,0
D30002400333,-12.64554959,28.02946209,611798.0491877284,8601841.19218948,0.0,core,D20250206,2025-02-06,0.9105983,1
D30002400334,-12.64554226,28.02943064,611794.6366190802,8601842.016320782,0.0,core,D20250206,2025-02-06,0.61982906,0
D30002400430,-12.64487075,28.02654596,611481.6254297979,8601917.51565632,48.41744787565039,buffer,D20250206,2025-02-06,0.47230768,0
D30002400431,-12.64486355,28.02651505,611478.2714384068,8601918.325140188,49.06744706013262,buffer,D20250206,2025-02-06,0.48119658,0
D30002500005,-12.64805085,28.0396442,612902.8219664571,8601560.181363868,499.7668544228723,near-field,D20250206,2025-02-06,0.6897436,0
D30002500014,-12.64799553,28.03940619,612876.9963862193,8601566.402451329,473.34846324565063,near-field,D20250206,2025-02-06,0.09111111,0
D30002500015,-12.6479891,28.03937853,612873.9951023053,8601567.125542356,470.2782714203966,near-field,D20250206,2025-02-06,0.0005128205,0
D30002500016,-12.64798262,28.03935068,612870.9732046293,8601567.85424502,467.1869079350644,near-field,D20250206,2025-02-06,0.6247863,0
D30002500017,-12.64797621,28.03932312,612867.9827725153,8601568.575080246,464.1277700210513,near-field,D20250206,2025-02-06,0.015042735,0
D30002500118,-12.64725608,28.03622957,612532.3127425349,8601649.553919358,120.73692688196167,near-field,D20250206,2025-02-06,0.037435897,0
D30002500121,-12.64723489,28.03613856,612522.4375510233,8601651.936671006,110.63454068927334,near-field,D20250206,2025-02-06,0.17042735,0
D30002500175,-12.64684232,28.03445256,612339.4950710756,8601696.079310097,0.0,core,D20250206,2025-02-06,0.73470086,0
D30002500176,-12.64683532,28.03442248,612336.2311802482,8601696.866422987,0.0,core,D20250206,2025-02-06,0.32102564,0
D30002500234,-12.64639921,28.03255019,612133.0744706292,8601745.903168073,0.0,core,D20250206,2025-02-06,0.71418804,0
D30002500330,-12.64569661,28.02953316,611805.7040693243,8601824.90148324,0.0,core,D20250206,2025-02-06,0.8367521,0
D30002500331,-12.64568898,28.02950039,611802.1482693501,8601825.759359496,0.0,core,D20250206,2025-02-06,0.7694017,0
D30002500332,-12.64568137,28.02946773,611798.6044074942,8601826.6149763,0.0,core,D20250206,2025-02-06,0.72444445,0
D30002500502,-12.64447895,28.02430304,611238.1930338865,8601961.802964017,96.32472401397082,buffer,D20250206,2025-02-06,0.9707692,1
D30002500503,-12.64447205,28.02427342,611234.9790089197,8601962.57869005,98.62829053508091,buffer,D20250206,2025-02-06,0.96324784,1
D30002600004,-12.64817918,28.03963517,612901.7848350444,8601545.991981722,500.599531018604,far-field,D20250206,2025-02-06,0.21811965,0
D30002600005,-12.6481733,28.03960987,612899.0396277575,8601546.653227221,497.7913148376129,near-field,D20250206,2025-02-06,0.5974359,0
D30002600006,-12.64816744,28.03958465,612896.303100243,8601547.312225927,494.99199811800565,near-field,D20250206,2025-02-06,0.73675215,0
D30002600007,-12.64816158,28.03955942,612893.5654865388,8601547.97122867,492.19160406021183,near-field,D20250206,2025-02-06,0.80735046,0
D30002600011,-12.64813796,28.03945772,612882.5303952256,8601550.627481442,480.9034677209074,near-field,D20250206,2025-02-06,0.30786324,0
D30002600015,-12.64811374,28.03935348,612871.2197005316,8601553.35118553,469.3332624644453,near-field,D20250206,2025-02-06,0.9482051,1
D30002600016,-12.64810757,28.03932693,612868.3388589956,8601554.045041203,466.38630683571466,near-field,D20250206,2025-02-06,0.47418803,0
D30002600017,-12.64810089,28.03929825,612865.2269055587,8601554.796221418,463.20271757686487,near-field,D20250206,2025-02-06,0.36410257,0
D30002600118,-12.64737967,28.03620008,612529.0557423542,8601635.897581825,119.29900141014868,near-field,D20250206,2025-02-06,0.27641025,0
D30002600121,-12.64735849,28.03610907,612519.1805511287,8601638.27922672,109.19676064478732,near-field,D20250206,2025-02-06,0.17675214,0
D30002600125,-12.64733024,28.03598772,612506.0132696877,8601641.45585513,95.72660508646288,buffer,D20250206,2025-02-06,0.056239314,0
D30002600175,-12.64696494,28.03441894,612335.7900321529,8601682.532012727,0.0,core,D20250206,2025-02-06,0.2965812,0
D30002600176,-12.64695794,28.03438885,612332.5250567597,8601683.319129609,0.0,core,D20250206,2025-02-06,0.5246154,0
D30002600232,-12.64653953,28.03259244,612137.601955102,8601730.365722839,0.0,core,D20250206,2025-02-06,0.57247865,0
D30002600235,-12.64651792,28.03249964,612127.5324866911,8601732.79555132,0.0,core,D20250206,2025-02-06,0.9254701,1
D30002600329,-12.6458269,28.02953244,611805.5691790176,8601810.491780274,0.0,core,D20250206,2025-02-06,0.8264957,0
D30002600331,-12.64581225,28.02946953,611798.7429589255,8601812.138943184,0.0,core,D20250206,2025-02-06,0.82222223,0
D30002600332,-12.64580488,28.0294379,611795.3108616273,8601812.967575748,0.0,core,D20250206,2025-02-06,0.8411966,0
D30002600430,-12.64511724,28.02648401,611474.7901523537,8601890.280398645,20.88947171796336,buffer,D20250206,2025-02-06,0.30888888,0
D30002600503,-12.64459637,28.02424701,611232.056822418,8601948.840206265,88.9286273143446,buffer,D20250206,2025-02-06,0.98820513,1
D30002600505,-12.64458225,28.02418636,611225.4757743644,8601950.42764787,94.29079060654657,buffer,D20250206,2025-02-06,1.0,1
D30002700003,-12.64830732,28.03962534,612900.6609009122,8601531.823958708,501.3433534606246,far-field,D20250206,2025-02-06,0.35384616,0
D30002700006,-12.64828983,28.03955002,612892.4882097712,8601533.790854126,492.98330073081553,near-field,D20250206,2025-02-06,0.72581196,0
D30002700007,-12.64828409,28.03952529,612889.80484876,8601534.436368866,490.23845967340964,near-field,D20250206,2025-02-06,0.73435897,0
D30002700011,-12.64826111,28.03942633,612879.0670681508,8601537.020654442,479.25450432563764,near-field,D20250206,2025-02-06,0.5779487,0
D30002700016,-12.64823195,28.03930079,612865.4451918897,8601540.299910234,465.32022117219964,near-field,D20250206,2025-02-06,0.51452994,0
D30002700017,-12.64822508,28.03927128,612862.2431785036,8601541.072462294,462.0445469940981,near-field,D20250206,2025-02-06,0.6471795,0
D30002700130,-12.64741853,28.03580659,612486.3023389212,8601631.768887997,77.45629730338638,buffer,D20250206,2025-02-06,0.2591453,0
D30002700172,-12.64710859,28.03447564,612341.8853342612,8601666.620023504,0.0,core,D20250206,2025-02-06,0.96991456,1
D30002700173,-12.64710158,28.03444555,612338.6203652171,8601667.408247247,0.0,core,D20250206,2025-02-06,0.9302564,1
D30002700174,-12.64709458,28.03441547,612335.3564777353,8601668.19536031,0.0,core,D20250206,2025-02-06,0.857094,0
D30002700175,-12.64708758,28.03438538,612332.0915040154,8601668.982477278,0.0,core,D20250206,2025-02-06,0.55572647,0
D30002700233,-12.64665665,28.03253512,612131.3253839085,8601717.436861683,0.0,core,D20250206,2025-02-06,0.76,0
D30002700328,-12.64595691,28.02953055,611805.3073375452,8601796.113544976,0.0,core,D20250206,2025-02-06,0.7480342,0
D30002700329,-12.64594983,28.02950014,611802.0076191216,8601796.909583366,0.0,core,D20250206,2025-02-06,0.8237607,0
D30002700330,-12.64594273,28.02946962,611798.6959622572,8601797.707880348,0.0,core,D20250206,2025-02-06,0.7620513,0
D30002700429,-12.64524868,28.02648819,611475.1871185917,8601875.74143112,6.385532906895086,buffer,D20250206,2025-02-06,0.65726495,0
D30002700430,-12.64524105,28.02645544,611471.6334777441,8601876.5992562,7.0743796557371885,buffer,D20250206,2025-02-06,0.6386325,0
D30002800011,-12.64838344,28.03939148,612875.2283195709,8601523.506011909,477.2212723822146,near-field,D20250206,2025-02-06,0.76273507,0
D30002800013,-12.64837192,28.03934188,612869.8464113348,8601524.80152236,471.7159475598967,near-field,D20250206,2025-02-06,0.51350427,0
D30002800016,-12.64835319,28.03926132,612861.1051582991,8601526.907813326,462.7739625348762,near-field,D20250206,2025-02-06,0.6340171,0
D30002800017,-12.64834659,28.03923293,612858.0246690251,8601527.650019888,459.62274253340377,near-field,D20250206,2025-02-06,0.6148718,0
D30002800116,-12.64764098,28.03620177,612529.1248371773,8601606.996037204,123.15776025199571,near-field,D20250206,2025-02-06,0.36512822,0
D30002800117,-12.64763392,28.03617143,612525.8327483136,8601607.789920954,119.78999102630368,near-field,D20250206,2025-02-06,0.29811966,0
D30002800137,-12.64749272,28.03556482,612460.0115742857,8601623.66743105,52.455053443840455,buffer,D20250206,2025-02-06,0.88119656,0
D30002800138,-12.64748566,28.0355345,612456.7216543555,8601624.461297885,49.089436637946584,buffer,D20250206,2025-02-06,0.0054700854,0
D30002800139,-12.6474786,28.03550417,612453.4306481858,8601625.255168619,45.72274246243169,buffer,D20250206,2025-02-06,0.47470087,0
D30002800172,-12.64723113,28.03444169,612338.1444909365,8601653.081716059,0.0,core,D20250206,2025-02-06,0.082905985,0
D30002800173,-12.64722413,28.03441161,612334.8806051255,8601653.868829204,0.0,core,D20250206,2025-02-06,0.67504275,0
D30002800174,-12.64721713,28.03438154,612331.6178052488,8601654.655937666,0.0,core,D20250206,2025-02-06,0.68393165,0
D30002800231,-12.6467953,28.03257027,612135.0824703871,8601702.08716046,0.0,core,D20250206,2025-02-06,0.9321368,1
D30002800232,-12.64678797,28.03253881,612131.6688391269,8601702.911338672,0.0,core,D20250206,2025-02-06,0.94666666,1
D30002800328,-12.64608037,28.0295005,611801.9899184543,8601782.471768921,0.0,core,D20250206,2025-02-06,0.38136753,0
D30002800329,-12.64607332,28.0294702,611798.702135515,8601783.264442064,0.0,core,D20250206,2025-02-06,0.17606838,0
D30002800330,-12.64606626,28.02943991,611795.4154428629,8601784.058216535,0.0,core,D20250206,2025-02-06,0.6752137,0
D30002800429,-12.64537282,28.02646105,611472.1856126981,8601862.02318171,0.0,core,D20250206,2025-02-06,0.84615386,0
D30002800430,-12.64536519,28.02642829,611468.6308874496,8601862.881010812,0.0,core,D20250206,2025-02-06,0.78478634,0
D30002900006,-12.64853514,28.03948305,612885.1069180394,8601506.688503409,489.2200661612183,near-field,D20250206,2025-02-06,0.6128205,0
D30002900007,-12.64852932,28.039458,612882.3888400602,8601507.34300372,486.43962957158317,near-field,D20250206,2025-02-06,0.64700854,0
D30002900008,-12.6485235,28.03943293,612879.6685898127,8601507.997512389,483.65703837867517,near-field,D20250206,2025-02-06,0.9211966,1
D30002900010,-12.64851185,28.0393828,612874.2291794781,8601509.307630602,478.0927923648954,near-field,D20250206,2025-02-06,0.09264957,0
D30002900011,-12.64850602,28.0393577,612871.5056750634,8601509.963257402,475.30682847379916,near-field,D20250206,2025-02-06,0.48051283,0
D30002900014,-12.64848794,28.03927987,612863.0606416188,8601511.996481588,466.6680869548242,near-field,D20250206,2025-02-06,0.45777777,0
D30002900117,-12.64775751,28.03614194,612522.5757543456,8601594.133582916,118.35207177976831,near-field,D20250206,2025-02-06,0.0,0
D30002900138,-12.64760925,28.03550502,612453.465779125,8601610.804950256,47.65262772442133,buffer,D20250206,2025-02-06,0.4565812,0
D30002900143,-12.64757385,28.03535295,612436.9651827149,8601614.785539186,30.772511383935424,buffer,D20250206,2025-02-06,0.671453,0
D30002900145,-12.64755973,28.03529228,612430.382085701,8601616.373280082,24.03804780147357,buffer,D20250206,2025-02-06,0.9059829,0
D30002900146,-12.64755267,28.03526193,612427.0889078355,8601617.167156383,20.669199956310248,buffer,D20250206,2025-02-06,0.0,0
D30002900147,-12.6475457,28.03523202,612423.8434781656,8601617.95088924,17.349018172799532,buffer,D20250206,2025-02-06,0.7116239,0
D30002900149,-12.64753152,28.0351711,612417.2332540543,8601619.545370381,10.586777838329489,buffer,D20250206,2025-02-06,0.92273504,1
D30002900150,-12.64752367,28.03513738,612413.5744106263,8601620.428066863,6.8437743346250866,buffer,D20250206,2025-02-06,0.00017094017,0
D30002900172,-12.64735379,28.03440823,612334.456816371,8601639.52992593,0.0,core,D20250206,2025-02-06,0.8316239,0
D30002900231,-12.6469188,28.03254038,612131.7822568313,8601688.44091788,0.0,core,D20250206,2025-02-06,0.9798291,1
D30002900330,-12.64618986,28.02941041,611792.1577034908,8601770.400720777,0.0,core,D20250206,2025-02-06,0.8505983,0
D30002900429,-12.64549659,28.0264323,611469.0094090472,8601848.346539717,0.0,core,D20250206,2025-02-06,0.5962393,0
D30002900430,-12.64548906,28.02639997,611465.5013440076,8601849.193125442,0.0,core,D20250206,2025-02-06,0.7664957,0
D30003000004,-12.64867072,28.03950517,612887.4497529191,8601491.683830295,493.5104378700113,near-field,D20250206,2025-02-06,0.81470084,0
D30003000005,-12.6486649,28.03948012,612884.7316764406,8601492.338330954,490.73000272233014,near-field,D20250206,2025-02-06,0.44786325,0
D30003000006,-12.64865909,28.03945507,612882.013595463,8601492.991725346,487.94970819477226,near-field,D20250206,2025-02-06,0.84136754,0
D30003000007,-12.64865326,28.03943,612879.2933510065,8601493.647340093,485.16697768747593,near-field,D20250206,2025-02-06,0.0015384615,0
D30003000008,-12.64864744,28.03940493,612876.5731020508,8601494.301848572,482.38438780018737,near-field,D20250206,2025-02-06,0.8473504,0
D30003000009,-12.64864162,28.03937986,612873.8528529899,8601494.956356779,479.6017978442325,near-field,D20250206,2025-02-06,0.5348718,0
D30003000010,-12.64863579,28.03935476,612871.1293499733,8601495.611983659,476.815835328705,near-field,D20250206,2025-02-06,0.894359,0
D30003000011,-12.64862995,28.03932962,612868.4015069192,8601496.268733522,474.0254229867394,near-field,D20250206,2025-02-06,0.16478632,0
D30003000013,-12.64861764,28.03927664,612862.6528552544,8601497.65307519,468.1448725012861,near-field,D20250206,2025-02-06,0.82974356,0
D30003000014,-12.64861128,28.0392493,612859.686302373,8601498.36828524,465.11014529049623,near-field,D20250206,2025-02-06,0.46735042,0
D30003000015,-12.64860492,28.03922195,612856.7186632848,8601499.083499284,462.07434073041696,near-field,D20250206,2025-02-06,0.9635897,1
D30003000016,-12.64859856,28.0391946,612853.7510240711,8601499.798713006,459.0385360881854,near-field,D20250206,2025-02-06,0.21128204,0
D30003000017,-12.6485922,28.03916723,612850.7812125699,8601500.513935033,456.0005768304781,near-field,D20250206,2025-02-06,0.52153844,0
D30003000018,-12.64858583,28.03913985,612847.8103192542,8601501.23026705,452.9613995331917,near-field,D20250206,2025-02-06,0.066495724,0
D30003000019,-12.64857946,28.03911246,612844.8383397312,8601501.946603056,449.9211448866428,near-field,D20250206,2025-02-06,0.4579487,0
D30003000020,-12.64857308,28.03908502,612841.8609340673,8601502.664066307,446.8753631315599,near-field,D20250206,2025-02-06,0.10871795,0
D30003000146,-12.64767524,28.03522811,612423.362133421,8601603.625483153,18.750520006653854,buffer,D20250206,2025-02-06,0.26393163,0
D30003000159,-12.64756814,28.03476866,612373.5088392845,8601615.66809906,0.0,core,D20250206,2025-02-06,0.00017094017,0
D30003000161,-12.64755473,28.03471103,612367.2555989348,8601617.175993513,0.0,core,D20250206,2025-02-06,0.93470085,1
D30003000168,-12.64750616,28.03450233,612344.6102519853,8601622.637447046,0.0,core,D20250206,2025-02-06,0.23076923,0
D30003000229,-12.64705677,28.03257266,612135.2279279568,8601673.167653777,0.0,core,D20250206,2025-02-06,0.782906,0
