ID,Fi,Lambda,E_utm,N_utm,distance_m,label_text,epoch_col,epoch_date,risk,top20
D10129619523,-33.49907733,148.99175272,685021.3392213617,6291607.70402122,424.83502799622414,near-field,D20180213,2018-02-13,0.041376,0
D10129619524,-33.49906642,148.99170638,685017.057064883,6291608.99652696,428.7319420367776,near-field,D20180213,2018-02-13,0.017889502,0
D10129619529,-33.4990125,148.99147734,684995.8920627562,6291615.384419352,447.99251788543614,near-field,D20180213,2018-02-13,0.24964485,1
D10129619544,-33.49885539,148.99080968,684934.1950139136,6291633.997460489,504.60406132987254,far-field,D20180213,2018-02-13,0.6044226,1
D10129619545,-33.49884453,148.99076357,684929.9340988775,6291635.283971748,508.5767551918109,far-field,D20180213,2018-02-13,0.00579286,0
D10129619547,-33.4988232,148.99067294,684921.559160891,6291637.810905379,516.4067351845202,far-field,D20180213,2018-02-13,0.10912517,0
D10129619550,-33.4987934,148.99054624,684909.8510185285,6291641.341400035,527.3999377748304,far-field,D20180213,2018-02-13,0.261542,1
D10129718726,-33.50685859,149.02430811,688029.1868651863,6290686.259883042,2529.5103140110486,far-field,D20180213,2018-02-13,0.027296029,0
D10129718727,-33.50684916,149.02426795,688025.4763708364,6290687.378432965,2525.6486162878064,far-field,D20180213,2018-02-13,0.012468933,0
D10129719489,-33.49956291,148.99325611,685159.9825413738,6291551.173411362,293.2589178299144,near-field,D20180213,2018-02-13,0.18027869,1
D10129719506,-33.49939262,148.99253211,685093.0797845135,6291571.349649538,349.5475775582824,near-field,D20180213,2018-02-13,0.5197049,1
D10129719524,-33.49918854,148.99166545,685012.9943946195,6291595.526969766,421.8230464127735,near-field,D20180213,2018-02-13,0.01433296,0
D10129719526,-33.49916688,148.99157346,685004.4938561618,6291598.092998673,429.5590300051228,near-field,D20180213,2018-02-13,0.0035355922,0
D10129719529,-33.49913528,148.99143917,684992.0844432081,6291601.836742461,440.8566813951754,near-field,D20180213,2018-02-13,0.91378707,1
D10129719532,-33.49910381,148.99130546,684979.728631754,6291605.565019361,452.1765291508692,near-field,D20180213,2018-02-13,1.4012181e-05,0
D10129719544,-33.498978,148.99077081,684930.3228030008,6291620.46986297,498.20934983000467,near-field,D20180213,2018-02-13,0.87724805,1
D10129719546,-33.49895688,148.99068109,684922.0319783234,6291622.971887609,506.04006409272984,far-field,D20180213,2018-02-13,0.0049751806,0
D10129818737,-33.50688441,149.02385667,687987.1918425859,6290684.214769594,2488.8728554351105,far-field,D20180213,2018-02-13,0.011747899,0
D10129818760,-33.50667455,149.02296251,687904.5774430173,6290709.10759476,2402.873363507296,far-field,D20180213,2018-02-13,0.0037846684,0
D10129819489,-33.49968232,148.99320378,685154.8663086827,6291538.024776904,285.2496327041177,near-field,D20180213,2018-02-13,0.15289381,0
D10129819494,-33.49963673,148.99300978,685136.9392889298,6291543.426698016,300.2399986738824,near-field,D20180213,2018-02-13,0.111071624,0
D10129819497,-33.49960874,148.99289069,685125.9345005683,6291546.743163597,309.64378361683754,near-field,D20180213,2018-02-13,0.17709365,1
D10129819499,-33.49958833,148.99280392,685117.9163472354,6291549.161362344,316.5837104372239,near-field,D20180213,2018-02-13,0.14769475,0
D10129819501,-33.4995679,148.99271707,685109.8908002079,6291551.581914885,323.5981431956484,near-field,D20180213,2018-02-13,0.047694393,0
D10129819506,-33.49951192,148.99247933,685087.9220624072,6291558.213984767,343.1178584818972,near-field,D20180213,2018-02-13,0.4489227,1
D10129819511,-33.499452,148.99222496,685064.4166244853,6291565.312594705,364.4227169171858,near-field,D20180213,2018-02-13,0.6571379,1
D10129819512,-33.49943985,148.99217339,685059.651222524,6291566.751959709,368.76012226228175,near-field,D20180213,2018-02-13,0.06636906,0
D10129819521,-33.49934263,148.99176039,685021.4871233362,6291578.269795204,403.4897686412301,near-field,D20180213,2018-02-13,0.012370635,0
D10129819541,-33.49913264,148.99086807,684939.0300778493,6291603.147641379,480.1632582159619,near-field,D20180213,2018-02-13,0.9996032,1
D10129918787,-33.5065299,149.02178589,687795.5808488217,6290727.279551195,2292.4890730290977,far-field,D20180213,2018-02-13,0.49850294,1
D10129918788,-33.50652073,149.02174685,687791.9738044263,6290728.367148574,2288.7338749363034,far-field,D20180213,2018-02-13,0.98552597,1
D10129918790,-33.50650243,149.02166886,687784.7679880881,6290730.5377403945,2281.232655316213,far-field,D20180213,2018-02-13,0.0014836475,0
D10129919487,-33.49982022,148.99323013,685157.0206815802,6291522.685270596,271.5797067853147,near-field,D20180213,2018-02-13,0.5350842,1
D10129919488,-33.49981135,148.99319235,685153.5295227128,6291523.736336272,274.52148394165675,near-field,D20180213,2018-02-13,0.26821566,1
D10129919489,-33.49980226,148.99315366,685149.9542857488,6291524.81342161,277.5519901373873,near-field,D20180213,2018-02-13,0.25655848,1
D10129919494,-33.49975672,148.99295987,685132.0466931085,6291530.2094151545,292.97650697563097,near-field,D20180213,2018-02-13,0.32655773,1
D10129919497,-33.49972731,148.9928348,685120.4893544847,6291533.694017349,303.1289148227718,near-field,D20180213,2018-02-13,0.36735493,1
D10129919502,-33.49967619,148.99261749,685100.4084221752,6291539.750713147,321.0863721686929,near-field,D20180213,2018-02-13,0.04912309,0
D10129919506,-33.4996313,148.99242687,685082.7939132194,6291545.068875123,337.09194806086293,near-field,D20180213,2018-02-13,0.31267077,1
D10129919523,-33.49944604,148.99163987,685010.0697275704,6291567.017020648,403.4948766247952,near-field,D20180213,2018-02-13,0.0005264134,0
D10129919537,-33.499298,148.99101082,684951.9409049455,6291584.555520453,458.20995942878875,near-field,D20180213,2018-02-13,0.786993,1
D10129919542,-33.49924556,148.99078797,684931.3478771313,6291590.768112221,477.94103651656417,near-field,D20180213,2018-02-13,0.024872629,0
D10130018746,-33.50705407,149.02345672,687949.6691968936,6290666.124846099,2456.154807655783,far-field,D20180213,2018-02-13,0.0008723218,0
D10130018750,-33.50701422,149.02328708,687933.9957181141,6290670.851429757,2439.8239372801004,far-field,D20180213,2018-02-13,0.01769186,0
D10130018785,-33.50666307,149.02179236,687795.894123493,6290712.499775917,2295.954098210575,far-field,D20180213,2018-02-13,0.001224981,0
D10130018787,-33.50664355,149.02170926,687788.2162321517,6290714.814915717,2287.9569758773587,far-field,D20180213,2018-02-13,0.03281105,0
D10130018791,-33.50660559,149.02154761,687773.280805634,6290719.317171997,2272.4012883976425,far-field,D20180213,2018-02-13,0.00045262984,0
D10130019488,-33.49993171,148.99314403,685148.7838463215,6291510.475192126,267.10134862055725,near-field,D20180213,2018-02-13,0.29666817,1
D10130019489,-33.49992244,148.99310457,685145.1374585344,6291511.573611185,270.28726048822193,near-field,D20180213,2018-02-13,0.40085486,1
D10130019490,-33.4999132,148.99306524,685141.503084081,6291512.668469979,273.47855822958303,near-field,D20180213,2018-02-13,0.4939118,1
D10130019501,-33.49980492,148.99260485,685098.9599377977,6291525.497695889,311.7771906888797,near-field,D20180213,2018-02-13,0.0304624,0
D10130019503,-33.49978318,148.99251246,685090.4224878836,6291528.073389752,319.54569961366593,near-field,D20180213,2018-02-13,0.8080145,1
D10130019513,-33.49967246,148.9920422,685046.9674125093,6291541.190572815,359.1223384790331,near-field,D20180213,2018-02-13,0.37694365,1
D10130019519,-33.49961075,148.99177989,685022.7281147826,6291548.501746088,381.53033978549144,near-field,D20180213,2018-02-13,3.433329e-05,0
D10130019537,-33.49942008,148.99096972,684947.8626254896,6291571.090678649,452.6857601754072,near-field,D20180213,2018-02-13,0.94955015,1
D10130019538,-33.49940989,148.99092643,684943.8623156354,6291572.297870623,456.55280445629603,near-field,D20180213,2018-02-13,0.00022154182,0
D10130118792,-33.50670612,149.02141525,687760.7672026723,6290708.408358412,2262.579376983095,far-field,D20180213,2018-02-13,0.047913153,0
D10130119485,-33.50008103,148.99321886,685155.4180450663,6291493.782742543,250.0920071917323,near-field,D20180213,2018-02-13,0.35343742,1
D10130119499,-33.49994528,148.99264151,685102.0670325852,6291509.867008613,298.34568955113184,near-field,D20180213,2018-02-13,0.15883802,0
D10130119500,-33.49993464,148.99259632,685097.8911978801,6291511.127559295,302.14594559733166,near-field,D20180213,2018-02-13,0.033512253,0
D10130119505,-33.49988042,148.99236595,685076.6035296519,6291517.551282872,321.5172903929398,near-field,D20180213,2018-02-13,0.11913432,0
D10130119511,-33.4998147,148.9920868,685050.8082822204,6291525.337261285,345.2318458908924,near-field,D20180213,2018-02-13,0.15139568,0
D10130119538,-33.49953236,148.99088696,684939.9346616301,6291558.786871163,451.29931125912316,near-field,D20180213,2018-02-13,0.039689623,0
D10130219479,-33.50026884,148.993457,685177.1429045432,6291472.530448097,219.81002694528613,near-field,D20180213,2018-02-13,0.42954943,1
D10130219499,-33.50006534,148.99259191,685097.2031510854,6291496.641394524,292.16744683374094,near-field,D20180213,2018-02-13,0.015376614,0
D10130219500,-33.50005491,148.99254758,685093.106774959,6291497.877121037,295.8978623987786,near-field,D20180213,2018-02-13,0.026410937,0
D10130219505,-33.50000161,148.99232114,685072.1823017435,6291504.191801076,315.16760665429376,near-field,D20180213,2018-02-13,0.19807972,1
D10130219510,-33.49994683,148.99208843,685050.6784242308,6291510.681742999,335.30195558441596,near-field,D20180213,2018-02-13,0.056061536,0
D10130319481,-33.50037256,148.99333776,685165.8436912528,6291461.241191581,219.10597522632997,near-field,D20180213,2018-02-13,0.9109836,1
D10130319493,-33.50024749,148.99280621,685116.7252833024,6291476.059442693,263.8001141035165,near-field,D20180213,2018-02-13,0.035654664,0
D10130319494,-33.50023755,148.99276397,685112.8220507022,6291477.237110214,267.35556362284933,near-field,D20180213,2018-02-13,0.037432175,0
D10130319516,-33.50000875,148.99179156,685022.965157813,6291504.344563488,352.33012561066766,near-field,D20180213,2018-02-13,0.109664306,0
D10130419474,-33.50056702,148.99360431,685190.1937671588,6291439.200702231,186.34410890364836,near-field,D20180213,2018-02-13,0.13317211,0
D10130419479,-33.50051723,148.99339262,685170.6323746551,6291445.10003295,204.1420697078574,near-field,D20180213,2018-02-13,0.3148916,1
D10130419481,-33.50049589,148.99330192,685162.2511734364,6291447.62842014,211.76828191547673,near-field,D20180213,2018-02-13,0.45656314,1
D10130419485,-33.50045321,148.9931206,685145.4961916078,6291452.685029302,227.01545055515308,near-field,D20180213,2018-02-13,0.9815548,1
D10130419486,-33.50044272,148.99307599,685141.3739533193,6291453.927930884,230.7658697476714,near-field,D20180213,2018-02-13,0.756301,1
D10130419508,-33.50021114,148.99209188,685050.4362498441,6291481.364821898,316.527930452958,near-field,D20180213,2018-02-13,0.05421375,0
D10130419514,-33.50014892,148.99182747,685026.0030884389,6291488.736312989,340.4024586083206,near-field,D20180213,2018-02-13,0.5907509,1
D10130519465,-33.50077345,148.99392207,685219.2759767299,6291415.74130364,149.33569264285467,near-field,D20180213,2018-02-13,0.47573313,1
D10130519466,-33.50076338,148.99387929,685215.3228864174,6291416.934394828,152.89249659002442,near-field,D20180213,2018-02-13,0.12008828,0
D10130519471,-33.50071441,148.99367101,685196.0766171932,6291422.736758016,170.38986593228722,near-field,D20180213,2018-02-13,0.66203153,1
D10130519482,-33.50060816,148.99321913,685154.3202476362,6291435.325941705,208.37980479282456,near-field,D20180213,2018-02-13,0.43031064,1
D10130519485,-33.50057661,148.99308506,685141.9314281213,6291439.063953473,219.75848545932917,near-field,D20180213,2018-02-13,0.041277047,0
D10130519486,-33.50056612,148.99304047,685137.8110535722,6291440.3068181,223.5803026435075,near-field,D20180213,2018-02-13,0.006419064,0
D10130519488,-33.50054513,148.99295127,685129.5684647417,6291442.793686569,231.27686111338562,near-field,D20180213,2018-02-13,0.54193324,1
D10130519492,-33.50050415,148.99277708,685113.4722841164,6291447.648994651,246.48025505675625,near-field,D20180213,2018-02-13,0.8820612,1
D10130519495,-33.50047418,148.99264967,685101.6988317262,6291451.199855363,257.7269550729488,near-field,D20180213,2018-02-13,0.021369642,0
D10130519500,-33.50042003,148.99241959,685080.4380949694,6291457.615313768,278.26376435435265,near-field,D20180213,2018-02-13,0.47429135,1
D10130519507,-33.5003433,148.99209365,685050.3193306138,6291466.705726173,307.7556630770658,near-field,D20180213,2018-02-13,0.709573,1
D10130519508,-33.50033284,148.9920492,685046.2118777769,6291467.944974012,311.80718129159885,near-field,D20180213,2018-02-13,0.12771991,0
D10130519511,-33.50030176,148.99191709,685034.0040797606,6291471.627226607,323.88450991101683,near-field,D20180213,2018-02-13,0.048873935,0
D10130519532,-33.50008764,148.99100697,684949.9030302913,6291496.994954211,408.2019513662961,near-field,D20180213,2018-02-13,0.9778502,1
D10130519533,-33.50007691,148.99096139,684945.6911432045,6291498.26611421,412.463746584815,near-field,D20180213,2018-02-13,0.72273093,1
D10130619471,-33.5008345,148.99362157,685191.2274390404,6291409.507573519,164.1988687873332,near-field,D20180213,2018-02-13,0.93617517,1
D10130619480,-33.50075038,148.99326367,685158.155355402,6291419.474900468,194.47831294372995,near-field,D20180213,2018-02-13,0.010161515,0
D10130619495,-33.50059377,148.99259806,685096.649231745,6291438.029948194,253.46185343275044,near-field,D20180213,2018-02-13,0.009329978,0
D10130619502,-33.50051844,148.992278,685067.073854039,6291446.954672458,282.64340604803516,near-field,D20180213,2018-02-13,0.1954313,1
D10130619504,-33.50049703,148.99218703,685058.6676938894,6291449.491212672,291.0020367486843,near-field,D20180213,2018-02-13,0.84252864,1
D10130619507,-33.50046503,148.99205109,685046.106048414,6291453.282337349,303.53743144222926,near-field,D20180213,2018-02-13,0.07041663,0
D10130619508,-33.50045471,148.9920072,685042.0503308778,6291454.50505949,307.59439432423534,near-field,D20180213,2018-02-13,0.089922495,0
D10130619512,-33.50041318,148.99183072,685025.7425091078,6291459.425295113,323.95550657111164,near-field,D20180213,2018-02-13,0.5888354,1
D10130619533,-33.50020136,148.99093024,684942.5322835561,6291484.520711303,408.29041453614906,near-field,D20180213,2018-02-13,0.9885783,1
D10130719456,-33.50109813,148.99418265,685242.7936324342,6291379.270516846,106.68251842810415,near-field,D20180213,2018-02-13,0.95407283,1
D10130719457,-33.50108749,148.99413743,685238.6150829801,6291380.531185539,110.48473879029993,near-field,D20180213,2018-02-13,0.98417735,1
D10130719461,-33.50104675,148.99396425,685222.612376166,6291385.358264901,125.04553029984514,near-field,D20180213,2018-02-13,0.888891,1
D10130719467,-33.50099084,148.99372635,685200.6290732039,6291391.983136011,145.043562211606,near-field,D20180213,2018-02-13,0.39957502,1
D10130719491,-33.5007566,148.99273018,685108.5773113663,6291419.7371207215,233.03605381854672,near-field,D20180213,2018-02-13,0.07274798,0
D10130719500,-33.50065975,148.9923187,685070.5542846547,6291431.211437474,271.0026211856661,near-field,D20180213,2018-02-13,0.63171625,1
D10130719501,-33.50064938,148.99227463,685066.4819623074,6291432.440036332,275.0980268813995,near-field,D20180213,2018-02-13,0.91993845,1
D10130719531,-33.50034696,148.99098902,684947.6835651363,6291468.2695602635,396.0351485941212,near-field,D20180213,2018-02-13,0.9733378,1
D10130719532,-33.50033681,148.99094588,684943.6971499005,6291469.472050998,400.1268356710656,near-field,D20180213,2018-02-13,0.81866753,1
D10130719533,-33.50032675,148.99090311,684939.7449178993,6291470.663899902,404.18473984130435,near-field,D20180213,2018-02-13,0.88488424,1
D10130719534,-33.50031669,148.99086035,684935.7936140852,6291471.855729317,408.2432157030647,near-field,D20180213,2018-02-13,0.9347108,1
D10130819453,-33.50124706,148.99425586,685249.2778868828,6291362.62413033,90.18031415399513,buffer,D20180213,2018-02-13,0.9993094,1
D10130819454,-33.50123742,148.99421483,685245.4864912123,6291363.766425228,93.6291159330826,buffer,D20180213,2018-02-13,0.99946445,1
D10130819457,-33.50120784,148.99408905,685233.8637880987,6291367.271294614,104.2038259180433,near-field,D20180213,2018-02-13,0.986634,1
D10130819473,-33.50105764,148.99345002,685174.8139160397,6291385.068565989,159.24320181093168,near-field,D20180213,2018-02-13,0.39319906,1
D10130819474,-33.50104822,148.99340997,685171.1130839402,6291386.184684662,162.83293512811406,near-field,D20180213,2018-02-13,0.615743,1
D10130819504,-33.50073956,148.992098,685049.8798419649,6291422.75454655,284.45490931603007,near-field,D20180213,2018-02-13,0.9418243,1
D10130819508,-33.50070033,148.99193116,685034.4628029795,6291427.4025457855,300.21705583480866,near-field,D20180213,2018-02-13,0.17742501,1
D10130819510,-33.50068048,148.99184678,685026.665588201,6291429.754308419,308.2026865114574,near-field,D20180213,2018-02-13,0.9885966,1
D10130819512,-33.50066057,148.99176214,685018.8443419295,6291432.113181969,316.2209893963017,near-field,D20180213,2018-02-13,0.24027456,1
D10130819528,-33.50050221,148.99108879,684956.6225482905,6291450.875191028,380.23767470340505,near-field,D20180213,2018-02-13,0.37643936,1
D10130819531,-33.50047248,148.99096241,684944.9442297637,6291454.397406548,392.2888579043749,near-field,D20180213,2018-02-13,0.98179674,1
D10130819532,-33.50046255,148.99092019,684941.0428264366,6291455.573859443,396.3167302749258,near-field,D20180213,2018-02-13,0.9880471,1
D10130919449,-33.501404,148.99436319,685258.9149980095,6291345.028537616,70.81065749510073,buffer,D20180213,2018-02-13,0.9927764,1
D10130919450,-33.50139496,148.9943247,685255.3583128228,6291346.099763804,74.04570217236909,buffer,D20180213,2018-02-13,0.99958307,1
D10130919453,-33.5013674,148.99420743,685244.5219598052,6291349.365442297,83.90347581836616,buffer,D20180213,2018-02-13,0.99888164,1
D10130919454,-33.5013581,148.99416783,685240.8627000969,6291350.467477787,87.23175774581192,buffer,D20180213,2018-02-13,0.9987147,1
D10130919460,-33.50130192,148.99392882,685218.7769380468,6291357.12431833,107.62760190589516,near-field,D20180213,2018-02-13,0.9227963,1
D10130919466,-33.50124569,148.99368959,685196.670815523,6291363.787044393,128.90590523680368,near-field,D20180213,2018-02-13,0.89901036,1
D10130919468,-33.50122706,148.99361033,685189.3467650539,6291365.994510595,136.0859051949251,near-field,D20180213,2018-02-13,0.58977526,1
D10130919469,-33.50121775,148.9935707,685185.6847280262,6291367.097687075,139.69427948297226,near-field,D20180213,2018-02-13,0.80169827,1
D10130919476,-33.50115121,148.99328765,685159.5293746548,6291374.9818750955,165.75123347168113,near-field,D20180213,2018-02-13,0.6680102,1
D10130919493,-33.50097403,148.99253463,685089.9463958824,6291395.974011687,236.4703281630687,near-field,D20180213,2018-02-13,0.19096945,1
D10130919503,-33.5008716,148.99209926,685049.7157900695,6291408.109666783,277.819491564145,near-field,D20180213,2018-02-13,0.018220207,0
D10130919506,-33.50084356,148.99197997,685038.6926612909,6291411.431940398,289.1816620107238,near-field,D20180213,2018-02-13,5.6311444e-05,0
D10130919508,-33.50082463,148.99189941,685031.2484052752,6291413.674870456,296.8611496808565,near-field,D20180213,2018-02-13,0.007351722,0
D10130919509,-33.50081506,148.99185873,685027.4893369625,6291414.808690665,300.741390135174,near-field,D20180213,2018-02-13,0.025217284,0
D10130919512,-33.50078569,148.99173384,685015.9487481929,6291418.288415717,312.6606754059612,near-field,D20180213,2018-02-13,0.09667768,0
D10130919526,-33.50064645,148.99114182,684961.2424640869,6291434.785098674,369.281575342544,near-field,D20180213,2018-02-13,0.6115248,1
D10130919527,-33.50063685,148.991101,684957.4704377372,6291435.9224672895,373.1914060944654,near-field,D20180213,2018-02-13,0.9564568,1
D10130919529,-33.50061756,148.99101897,684949.8903404702,6291438.207875806,381.05021488927935,near-field,D20180213,2018-02-13,0.0023631463,0
D10130919530,-33.50060787,148.99097776,684946.0822695377,6291439.355915677,384.99916685234376,near-field,D20180213,2018-02-13,0.2005618,1
D10130919531,-33.50059842,148.99093755,684942.3665939458,6291440.475556501,388.85264626230656,near-field,D20180213,2018-02-13,0.5177033,1
D10131019445,-33.50155753,148.99445614,685267.2233542209,6291327.836766666,52.652204394647526,buffer,D20180213,2018-02-13,0.98060066,1
D10131019449,-33.50152406,148.99431357,685254.0491028335,6291331.803029479,64.63406482581696,buffer,D20180213,2018-02-13,0.93306625,1
D10131019453,-33.50148866,148.99416287,685240.1236296729,6291335.997818425,77.64431484213492,buffer,D20180213,2018-02-13,0.9967123,1
D10131019456,-33.50146164,148.99404787,685229.4970299436,6291339.199543658,87.89685467613252,buffer,D20180213,2018-02-13,0.98444474,1
D10131019458,-33.50144357,148.99397096,685222.3901402066,6291341.3407389745,94.85984806378984,buffer,D20180213,2018-02-13,0.9358389,1
D10131019465,-33.50137857,148.99369438,685196.8327028475,6291349.042702591,120.35551463604445,near-field,D20180213,2018-02-13,0.005928964,0
D10131019481,-33.50122196,148.99302838,685135.290864592,6291367.59871771,183.15801436345134,near-field,D20180213,2018-02-13,0.30786297,1
D10131019491,-33.50111921,148.99259161,685094.9310377073,6291379.772554416,224.80001860756846,near-field,D20180213,2018-02-13,0.01722665,0
D10131019494,-33.50108652,148.99245276,685082.1006083611,6291383.64544053,238.0771075189693,near-field,D20180213,2018-02-13,0.6595035,1
D10131019499,-33.50103498,148.99223368,685061.8564269451,6291389.751803676,259.050481440835,near-field,D20180213,2018-02-13,0.6053469,1
D10131019506,-33.50096779,148.99194793,685035.4514670738,6291397.712546036,286.44294622267535,near-field,D20180213,2018-02-13,0.3625878,1
D10131019509,-33.50094047,148.99183164,685024.705533325,6291400.949608747,297.5995736477783,near-field,D20180213,2018-02-13,0.0006599976,0
D10131019526,-33.50077382,148.99112299,684959.2219914288,6291420.693921238,365.680266526327,near-field,D20180213,2018-02-13,0.32648426,1
D10131019527,-33.50076409,148.99108163,684955.4000775737,6291421.8466684,369.65749099031217,near-field,D20180213,2018-02-13,0.6100603,1
D10131019530,-33.50073488,148.99095741,684943.9213666646,6291425.307368021,381.6039790030192,near-field,D20180213,2018-02-13,0.5156958,1
D10131119441,-33.50171511,148.99456619,685277.1117330116,6291310.165321455,33.05387728108807,buffer,D20180213,2018-02-13,0.99897206,1
D10131119442,-33.5017068,148.9945308,685273.8415141908,6291311.150065184,36.02858881617927,buffer,D20180213,2018-02-13,0.9920994,1
D10131119444,-33.50169022,148.99446017,685267.3149253308,6291313.114845529,42.11080682993215,buffer,D20180213,2018-02-13,0.97178954,1
D10131119445,-33.50168208,148.99442547,685264.1084472942,6291314.079501432,45.17536992935186,buffer,D20180213,2018-02-13,0.99903274,1
D10131119447,-33.50166538,148.99435431,685257.5328705634,6291316.058528891,51.57093660010975,buffer,D20180213,2018-02-13,0.97784334,1
D10131119448,-33.501657,148.99431864,685254.2367837046,6291317.051528467,54.820289096745405,buffer,D20180213,2018-02-13,0.69398963,1
D10131119455,-33.5015948,148.99405386,685229.7697538995,6291324.422005329,79.45010079753635,buffer,D20180213,2018-02-13,0.96773535,1
D10131119456,-33.50158575,148.99401534,685226.2103080763,6291325.494383505,83.07976912033324,buffer,D20180213,2018-02-13,0.8744832,1
D10131119458,-33.50156754,148.99393781,685219.0461248227,6291327.652209117,90.4066594309923,buffer,D20180213,2018-02-13,0.99345124,1
D10131119460,-33.50154943,148.99386074,685211.9244622665,6291329.798118498,97.71378513660189,buffer,D20180213,2018-02-13,0.672225,1
D10131119461,-33.50154042,148.99382238,685208.3797925508,6291330.865768451,101.35766351440832,near-field,D20180213,2018-02-13,0.97741723,1
D10131119463,-33.50152199,148.99374397,685201.1343136509,6291333.049548388,108.81876725834593,near-field,D20180213,2018-02-13,0.3276423,1
D10131119467,-33.50148112,148.99357022,685185.0789933177,6291337.8920023665,125.39872655991469,near-field,D20180213,2018-02-13,0.033692095,0
D10131119477,-33.50138325,148.99315402,685146.6200252981,6291349.488176937,165.26884593434767,near-field,D20180213,2018-02-13,0.9358329,1
D10131119479,-33.50136319,148.99306873,685138.7387994489,6291351.864946438,173.4564512249536,near-field,D20180213,2018-02-13,0.74914,1
D10131119481,-33.50134297,148.99298275,685130.7938056851,6291354.260683869,181.7142468418874,near-field,D20180213,2018-02-13,0.5317144,1
D10131119493,-33.50122163,148.99246693,685083.1293848826,6291368.637078082,231.31751108736864,near-field,D20180213,2018-02-13,0.9792483,1
D10131119494,-33.50121095,148.99242153,685078.9341857252,6291369.902433834,235.68703867413117,near-field,D20180213,2018-02-13,0.9592577,1
D10131119495,-33.50120022,148.99237594,685074.7214398559,6291371.173671424,240.07550592615922,near-field,D20180213,2018-02-13,0.93529016,1
D10131119496,-33.5011907,148.99233546,685070.9808673299,6291372.3016080465,243.97217222682795,near-field,D20180213,2018-02-13,0.08335335,0
D10131119497,-33.5011813,148.99229549,685067.287420676,6291373.415325969,247.82006033908843,near-field,D20180213,2018-02-13,0.97516054,1
D10131119501,-33.50114319,148.99213338,685052.3075311772,6291377.930717432,263.4287062701657,near-field,D20180213,2018-02-13,0.8860195,1
D10131119503,-33.50112393,148.99205148,685044.7395122863,6291380.212644919,271.3162447007174,near-field,D20180213,2018-02-13,0.2952187,1
D10131119524,-33.50092241,148.99119434,684965.5346741468,6291404.088769536,353.90868274022796,near-field,D20180213,2018-02-13,0.19194783,1
D10131119526,-33.50090351,148.99111394,684958.1052117026,6291406.328030544,361.6589079075182,near-field,D20180213,2018-02-13,0.23062404,1
D10131219431,-33.50193996,148.99496195,685313.4006876339,6291284.523609909,0.0,core,D20180213,2018-02-13,0.82630306,1
D10131219441,-33.50184,148.99453692,685274.1261584358,6291296.367854018,27.148079358813757,buffer,D20180213,2018-02-13,0.9985342,1
D10131219445,-33.50180674,148.99439522,685261.0323335725,6291300.309286799,40.746545043484254,buffer,D20180213,2018-02-13,0.9624408,1
D10131219446,-33.50179855,148.99436033,685257.8083139084,6291301.279824848,44.10202578226945,buffer,D20180213,2018-02-13,0.48228747,1
D10131219447,-33.50179035,148.99432541,685254.5815277987,6291302.251524315,47.46212778511707,buffer,D20180213,2018-02-13,0.56052583,1
D10131219457,-33.5017022,148.99395013,685219.9037595408,6291312.697027128,83.62342091461176,buffer,D20180213,2018-02-13,0.24839844,1
D10131219472,-33.50155304,148.99331586,685161.2942256753,6291330.37040115,144.80935694868302,near-field,D20180213,2018-02-13,0.12588745,0
D10131219476,-33.50151397,148.99314973,685145.9430026978,6291334.999577561,160.83924092276166,near-field,D20180213,2018-02-13,0.106418535,0
D10131219481,-33.50146476,148.99294046,685126.6054022918,6291340.830189789,181.0325719709336,near-field,D20180213,2018-02-13,0.67755514,1
D10131219484,-33.50143528,148.99281508,685115.0196427853,6291344.323112064,193.13132761172653,near-field,D20180213,2018-02-13,0.76590496,1
D10131219486,-33.50141566,148.99273168,685107.313070344,6291346.647689395,201.179628244943,near-field,D20180213,2018-02-13,0.23091394,1
D10131219490,-33.50137668,148.99256588,685091.9922676997,6291351.266208166,217.17921747408286,near-field,D20180213,2018-02-13,0.91570604,1
D10131219491,-33.50136685,148.99252409,685088.130657915,6291352.430866642,221.2121361744033,near-field,D20180213,2018-02-13,0.69771457,1
D10131219492,-33.50135692,148.99248185,685084.2274525086,6291353.607415879,225.28831538513805,near-field,D20180213,2018-02-13,0.9892447,1
D10131219493,-33.50134669,148.9924384,685080.212468738,6291354.819390732,229.48176989947615,near-field,D20180213,2018-02-13,0.9930474,1
D10131219494,-33.50133651,148.99239512,685076.2131716138,6291356.025515826,233.6585196008577,near-field,D20180213,2018-02-13,0.9634252,1
D10131219496,-33.50131751,148.9923143,685068.744959755,6291358.276703759,241.45781120516662,near-field,D20180213,2018-02-13,0.9026201,1
D10131219497,-33.50130832,148.99227519,685065.130970497,6291359.365598939,245.23188603955492,near-field,D20180213,2018-02-13,0.9864189,1
D10131219501,-33.50127159,148.9921189,685050.6888781206,6291363.717571328,260.3139919928857,near-field,D20180213,2018-02-13,0.9885703,1
D10131219523,-33.50106169,148.9912261,684968.1889842707,6291388.586633457,346.4749220899952,near-field,D20180213,2018-02-13,0.9278506,1
D10131219524,-33.50105219,148.99118567,684964.4529977418,6291389.712220841,350.37658566656563,near-field,D20180213,2018-02-13,0.87175053,1
D10131219525,-33.50104271,148.99114537,684960.7290456882,6291390.835357068,354.26603551860114,near-field,D20180213,2018-02-13,0.6753069,1
