k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.6889440481677278,0.6651412942813345,0.7117641088397239,0
12,D20170712,2017-07-12,0.5478582997296778,0.5213765362445103,0.5728295602363886,0
13,D20170724,2017-07-24,0.6643434271924007,0.6434104206729785,0.6824323676767268,0
14,D20170805,2017-08-05,0.42529682225725063,0.38936599016283385,0.4610407453052406,0
15,D20170817,2017-08-17,0.5998422277670461,0.5630357381077252,0.6335271894629724,0
16,D20170829,2017-08-29,0.30508218267000126,0.27067408619969746,0.3384070879994374,0
17,D20170910,2017-09-10,0.3714876293758798,0.33716817142656247,0.40888244186724104,0
18,D20170922,2017-09-22,0.40552978191697114,0.3737670071098641,0.4409219562023125,0
19,D20171004,2017-10-04,0.2935945725581304,0.2556655088997313,0.32513501662243166,0
20,D20171016,2017-10-16,0.5949339990974811,0.5661048077668631,0.6206092507697175,0
21,D20171028,2017-10-28,0.5295100536454488,0.49466884205487255,0.5574930854248027,0
22,D20171109,2017-11-09,0.6967252629657618,0.6738263884173219,0.7183804290191103,0
23,D20171121,2017-11-21,0.7679809055143706,0.7493284566494783,0.7850219802341636,0
24,D20171203,2017-12-03,0.8259819467340522,0.8113038675869083,0.8408669935768979,0
25,D20171215,2017-12-15,0.9409172846801525,0.9298431765194848,0.9498196527566075,0
26,D20171227,2017-12-27,0.9759845232952435,0.9668854817278467,0.9830531744437879,1
27,D20180108,2018-01-08,0.9854537468738126,0.9785973249034029,0.9910019138792849,1
28,D20180120,2018-01-20,0.985012119469604,0.9783044758479896,0.9897887869983351,1
29,D20180201,2018-02-01,0.9925886541729937,0.9872486347837688,0.9964875812158576,1
30,D20180213,2018-02-13,0.9931184144179548,0.9897983588027611,0.9958668105688131,1
31,D20180225,2018-02-25,0.8576741309885181,0.8337425370025491,0.8806226585199173,0
