k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.36773331483988475,0.33385998123685534,0.40410962714029164,0
12,D20170712,2017-07-12,0.5590880129222973,0.5174713664587599,0.5970080405565179,0
13,D20170724,2017-07-24,0.47589952085593845,0.4321119891485838,0.510944070080538,0
14,D20170805,2017-08-05,0.46759071301394567,0.43505751029059275,0.5017013370666983,0
15,D20170817,2017-08-17,0.506720008707332,0.46850918483864706,0.545118680742878,0
16,D20170829,2017-08-29,0.5171129415130242,0.4769702445710411,0.5519000453185808,0
17,D20170910,2017-09-10,0.5688777414490677,0.5382561484696431,0.5986265484049159,0
18,D20170922,2017-09-22,0.6154566701871643,0.5818910369864154,0.6470908878348266,0
19,D20171004,2017-10-04,0.5698686339072563,0.5326319849490299,0.602429781483531,0
20,D20171016,2017-10-16,0.44630037116929167,0.40802726435180703,0.4819164654781737,0
21,D20171028,2017-10-28,0.47360325099414324,0.44106562958874707,0.506982733668816,0
22,D20171109,2017-11-09,0.5591409889467933,0.5275570925023996,0.5930544699483868,0
23,D20171121,2017-11-21,0.6654645925108276,0.6364507255548155,0.6926120298438025,0
24,D20171203,2017-12-03,0.734916401425344,0.7125308043542439,0.7629136283712618,0
25,D20171215,2017-12-15,0.750589117472408,0.7227047294586669,0.7797119404588012,0
26,D20171227,2017-12-27,0.8067241986292695,0.7823419652949247,0.8326708199869871,1
27,D20180108,2018-01-08,0.7809441387085698,0.7544769376101359,0.8072841251081795,1
28,D20180120,2018-01-20,0.7711146781634272,0.7413321652119932,0.7978209335723996,1
29,D20180201,2018-02-01,0.7672613947816689,0.7422591011606084,0.7918492714111031,1
30,D20180213,2018-02-13,0.7165296273232996,0.6854618678575677,0.7529726894145715,1
