k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,perm_p_value,is_near_event_window
11,D20170630,2017-06-30,0.44899216366058764,0.4085140801016193,0.4849824983644447,,0
12,D20170712,2017-07-12,0.479291720986204,0.43816192236245816,0.5179105243805185,,0
13,D20170724,2017-07-24,0.49760038966806586,0.4549066659026116,0.5350322813250624,,0
14,D20170805,2017-08-05,0.448743845775492,0.4095853091318903,0.4840117903241981,,0
15,D20170817,2017-08-17,0.5359320755077385,0.4985040041258972,0.5776681040451939,,0
16,D20170829,2017-08-29,0.4316051363599463,0.39254544933598845,0.4728631529685925,,0
17,D20170910,2017-09-10,0.3090125066257897,0.2734406114350386,0.3511090736310283,,0
18,D20170922,2017-09-22,0.32300426438214214,0.28591571995472975,0.36811598355371544,,0
19,D20171004,2017-10-04,0.28961983486860643,0.2596774732700123,0.32293394744256454,,0
20,D20171016,2017-10-16,0.3618278106480619,0.3218928030791418,0.4008556222511926,,0
21,D20171028,2017-10-28,0.5707538835484627,0.5363471722800836,0.6033224455491406,,0
22,D20171109,2017-11-09,0.3260557091624524,0.28854323357639833,0.3637058340376966,,0
23,D20171121,2017-11-21,0.4125180866151885,0.37794746166592647,0.44548300216323083,,0
24,D20171203,2017-12-03,0.4081820743139024,0.37514182771514115,0.4403542827672163,,0
25,D20171215,2017-12-15,0.5092379028599535,0.47521190588752155,0.5461006929024063,,0
26,D20171227,2017-12-27,0.8661853119970966,0.8398962078993739,0.8897854199198698,0.004975124378109453,1
27,D20180108,2018-01-08,0.912374826296864,0.8920835541929908,0.932891076792306,0.004975124378109453,1
28,D20180120,2018-01-20,0.9292867068750628,0.910840030753215,0.9463595165441792,0.004975124378109453,1
29,D20180201,2018-02-01,0.9431686317206995,0.923658605886089,0.9577733048722835,0.004975124378109453,1
30,D20180213,2018-02-13,0.9339044644690534,0.9166236885711693,0.9520660525574354,0.004975124378109453,1
31,D20180225,2018-02-25,0.7177246441174926,0.6848529671599597,0.7530138389467501,,0
