k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.3786071254679348,0.3441611210401024,0.4140305917277456,0
12,D20170712,2017-07-12,0.541258209477796,0.49877069135156765,0.5791509303793902,0
13,D20170724,2017-07-24,0.4813762785883912,0.4375754486948875,0.5152288853218365,0
14,D20170805,2017-08-05,0.4650288406293359,0.4286020927456077,0.5036304288987102,0
15,D20170817,2017-08-17,0.5361737151267258,0.5004416093442001,0.5720705221654094,0
16,D20170829,2017-08-29,0.5123099424921174,0.47140572121800556,0.5479322012838498,0
17,D20170910,2017-09-10,0.538417731364359,0.506827694517126,0.5708642460476274,0
18,D20170922,2017-09-22,0.5911486213471225,0.5569696522027672,0.6219072536699141,0
19,D20171004,2017-10-04,0.5620211990786025,0.5256511897211101,0.5971832467175333,0
20,D20171016,2017-10-16,0.45603856847223406,0.4195896308582453,0.4901637669517258,0
21,D20171028,2017-10-28,0.5024128171156866,0.47256766603528877,0.5348571104179278,0
22,D20171109,2017-11-09,0.5354563715950262,0.5059229603387768,0.5689771196550201,0
23,D20171121,2017-11-21,0.6581411387244626,0.6261443122291299,0.6847841660441983,0
24,D20171203,2017-12-03,0.7572392941474495,0.7346007425793833,0.7836287589499381,0
25,D20171215,2017-12-15,0.757640467132952,0.7303528660751654,0.7849289832311619,0
26,D20171227,2017-12-27,0.8110961654508669,0.7876574471528036,0.8364571488977856,1
27,D20180108,2018-01-08,0.8012033744764403,0.7753026014599229,0.8262634420642155,1
28,D20180120,2018-01-20,0.7725397332223727,0.7443183815728196,0.8000687123117726,1
29,D20180201,2018-02-01,0.7261002277487453,0.6972818904831461,0.751508094977343,1
30,D20180213,2018-02-13,0.7515094554979722,0.7211637050660972,0.7842761620892974,1
