k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,perm_p_value,is_near_event_window
11,D20170630,2017-06-30,0.4525187551633406,0.417367388698671,0.4903157218648673,,0
12,D20170712,2017-07-12,0.4520006303454006,0.412985891246317,0.4903416877975636,,0
13,D20170724,2017-07-24,0.4690868109775606,0.430345758778276,0.5045113271158356,,0
14,D20170805,2017-08-05,0.4802491774470057,0.44625613034778827,0.5238837633530554,,0
15,D20170817,2017-08-17,0.4489229211733976,0.410166468489893,0.4865134139411391,,0
16,D20170829,2017-08-29,0.45967699573561793,0.42435276182017007,0.4966718240381263,,0
17,D20170910,2017-09-10,0.4173173072790568,0.3749760038966806,0.4554341026412427,,0
18,D20170922,2017-09-22,0.3767818002091601,0.3372729323954558,0.40928141818164454,,0
19,D20171004,2017-10-04,0.36733855755960826,0.3298043541586083,0.40551468657030015,,0
20,D20171016,2017-10-16,0.44303014674631935,0.40443641390771173,0.47793612022405907,,0
21,D20171028,2017-10-28,0.4680481736697086,0.4317349660234278,0.5048500183850742,,0
22,D20171109,2017-11-09,0.4639342148618254,0.4281191352807186,0.5008414156029587,,0
23,D20171121,2017-11-21,0.4499902105449145,0.40942044038221853,0.4860602934926388,,0
24,D20171203,2017-12-03,0.40464354445128914,0.367300354808055,0.43796529757555785,,0
25,D20171215,2017-12-15,0.3960240486321027,0.35870998858692804,0.4321952494878443,,0
26,D20171227,2017-12-27,0.42134769756791735,0.3863188783672144,0.4537137849853635,1.0,1
27,D20180108,2018-01-08,0.4079242057409185,0.3672586899321424,0.4426930074638626,1.0,1
28,D20180120,2018-01-20,0.3996628607175432,0.3652437335549093,0.4364777779369559,1.0,1
29,D20180201,2018-02-01,0.40112889130839646,0.36605494510742137,0.4337336265394515,1.0,1
30,D20180213,2018-02-13,0.39689316122993756,0.3591607810552555,0.42672974896016885,1.0,1
31,D20180225,2018-02-25,0.9109350600977035,0.8868538362725575,0.929783342645254,,0
