k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.24187769184424468,0.2120528522532389,0.2787968097356448,0
12,D20170712,2017-07-12,0.300859993517661,0.272380088768553,0.3341699873002021,0
13,D20170724,2017-07-24,0.31409509003756964,0.2858406644927232,0.3468707905130535,0
14,D20170805,2017-08-05,0.3525231758067165,0.3214451642762439,0.3847206369548225,0
15,D20170817,2017-08-17,0.34684221957984235,0.31790797920064956,0.37654025383221335,0
16,D20170829,2017-08-29,0.5397459847785434,0.5128864480586937,0.5687810301043483,0
17,D20170910,2017-09-10,0.5340125341273958,0.5087001200629355,0.5615444148581373,0
18,D20170922,2017-09-22,0.46776144029289,0.43831146627522205,0.49649368549868017,0
19,D20171004,2017-10-04,0.4461347006926856,0.4191769416074178,0.4748645258573567,0
20,D20171016,2017-10-16,0.4647837061159857,0.4414576822700323,0.4898128369094558,0
21,D20171028,2017-10-28,0.4718752693951246,0.44724344674536975,0.4994273713152164,0
22,D20171109,2017-11-09,0.4685541542594409,0.44221743070133995,0.4963266484814422,0
23,D20171121,2017-11-21,0.4548644271293111,0.4296733582609608,0.4778884274356089,0
24,D20171203,2017-12-03,0.4360027952076926,0.4118082475001336,0.4628819812166281,0
25,D20171215,2017-12-15,0.4231486444639332,0.39926582454051723,0.44774169829576127,0
26,D20171227,2017-12-27,0.46196634481323784,0.43444637164800226,0.48770121859304344,1
27,D20180108,2018-01-08,0.5248565914936878,0.4972502674085236,0.5531626686624179,1
28,D20180120,2018-01-20,0.5308809286793414,0.5068198564735017,0.5601581406571242,1
29,D20180201,2018-02-01,0.5415840120284472,0.514774236651607,0.5661462253860146,1
30,D20180213,2018-02-13,0.5448827327537756,0.5179390062949966,0.5745941916123541,1
31,D20180225,2018-02-25,0.9692276721708757,0.9586503346399147,0.9770594309122809,0
