k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.20064982318047825,0.17666474146977645,0.22687117940523335,0
12,D20170712,2017-07-12,0.4651227526727608,0.431309835817668,0.5005913027334183,0
13,D20170724,2017-07-24,0.42433843781409364,0.39791840343746976,0.45525782829121975,0
14,D20170805,2017-08-05,0.43455197453683303,0.4071617384515879,0.46386263365008185,0
15,D20170817,2017-08-17,0.3947029273106336,0.36932787511720944,0.42704356820494593,0
16,D20170829,2017-08-29,0.41227579703632855,0.38212032685243913,0.44161060238074257,0
17,D20170910,2017-09-10,0.40850510809276197,0.3843394503785618,0.44177061405473195,0
18,D20170922,2017-09-22,0.3825403544866599,0.3498750006622003,0.4138237805521161,0
19,D20171004,2017-10-04,0.38209944948278546,0.3501344206421561,0.40817722864115047,0
20,D20171016,2017-10-16,0.38697517013731864,0.3638994881071233,0.4110848057056141,0
21,D20171028,2017-10-28,0.4325304576020836,0.4088529920136235,0.4567916768404714,0
22,D20171109,2017-11-09,0.4309780192842361,0.40605403385938527,0.4556980771147908,0
23,D20171121,2017-11-21,0.41803766210061494,0.3927399850029691,0.4415509260931482,0
24,D20171203,2017-12-03,0.41552081933682683,0.39009332689915444,0.44438609456413014,0
25,D20171215,2017-12-15,0.4206120560910147,0.39573006620558265,0.4471176467471998,0
26,D20171227,2017-12-27,0.4223585792986071,0.39705443069796875,0.4505493192340052,1
27,D20180108,2018-01-08,0.4805048229854302,0.45425083834558766,0.5075581074748688,1
28,D20180120,2018-01-20,0.4876691078981955,0.460457407035505,0.5142817402238766,1
29,D20180201,2018-02-01,0.5346930352420595,0.5040189839583782,0.5625763637353106,1
30,D20180213,2018-02-13,0.5358674173850938,0.5098675430827518,0.5678199426799414,1
31,D20180225,2018-02-25,0.9740600488053666,0.9661670907156628,0.9797563680793447,0
