k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,perm_p_value,is_near_event_window
11,D20240518,2024-05-18,0.5525916143941895,0.5017646087817762,0.598397160779135,,0
12,D20240530,2024-05-30,0.4936150544734236,0.4515605810498515,0.5373248596896665,,0
13,D20240611,2024-06-11,0.526748101683724,0.47739319907560246,0.5706715087487619,,0
14,D20240623,2024-06-23,0.5596962693958402,0.5120270716408055,0.6034902608121493,,0
15,D20240705,2024-07-05,0.5605282271376691,0.5098861010234401,0.6023747111257841,,0
16,D20240717,2024-07-17,0.5739319907560251,0.5284839881148894,0.6195143611753053,,0
17,D20240729,2024-07-29,0.5848662925057775,0.5390254209310004,0.6326969296797623,,0
18,D20240822,2024-08-22,0.5606074612083196,0.5143040607461209,0.6048035655331793,,0
19,D20240903,2024-09-03,0.5442192142621327,0.4940792340706504,0.5869102013865962,,0
20,D20240915,2024-09-15,0.5276064707824364,0.4754149884450314,0.5742845823704192,,0
21,D20240927,2024-09-27,0.5232221855397821,0.47223671178606796,0.5688124793661274,,0
22,D20241009,2024-10-09,0.5275008253549026,0.47455133707494224,0.5768167712116209,,0
23,D20241021,2024-10-21,0.5267613073621658,0.4759640145262463,0.5738534169692968,,0
24,D20241102,2024-11-02,0.5415648728953449,0.49548662925057774,0.5842944866292505,,0
25,D20241114,2024-11-14,0.5343677781446021,0.4860590954110267,0.5835440739517993,,0
26,D20241126,2024-11-26,0.5489204357873886,0.5080062726972598,0.5958365797292836,,0
27,D20241208,2024-12-08,0.5547573456586332,0.5001181908220536,0.5969633542423242,,0
28,D20241220,2024-12-20,0.695595906239683,0.6460389567514031,0.7425255860019809,0.004975124378109453,1
29,D20250101,2025-01-01,0.698870914493232,0.6567091449323209,0.7431393199075602,0.004975124378109453,1
30,D20250113,2025-01-13,0.6956751403103335,0.6535978870914493,0.7404295146913173,0.004975124378109453,1
31,D20250125,2025-01-25,0.6717596566523605,0.6226309012875537,0.7133628260151865,0.004975124378109453,1
32,D20250206,2025-02-06,0.6519643446682073,0.6133093430174975,0.6938497854077254,0.004975124378109453,1
33,D20250218,2025-02-18,0.6436447672499174,0.602954110267415,0.6801492241663916,,0
