k,epoch_col,epoch_date,core_mean_risk,near_mean_risk,far_mean_risk,gap_core_minus_near,gap_ci_lo,gap_ci_hi,is_near_event_window
11,D20240518,2024-05-18,0.27436205744743347,0.3024151623249054,0.18605248630046844,-0.028053104877471924,-0.07163617610931397,0.015298736840486448,0
12,D20240530,2024-05-30,0.2168467789888382,0.22493499517440796,0.4055294096469879,-0.008088216185569763,-0.04501877464354038,0.03999055027961725,0
13,D20240611,2024-06-11,0.19020365178585052,0.21347858011722565,0.10624382644891739,-0.023274928331375122,-0.06413722224533558,0.021255543082952494,0
14,D20240623,2024-06-23,0.20294898748397827,0.17538699507713318,0.008640637621283531,0.027561992406845093,-0.022199437394738196,0.06767350547015666,0
15,D20240705,2024-07-05,0.18540869653224945,0.16322781145572662,0.04668670892715454,0.022180885076522827,-0.023584251850843427,0.07361376918852329,0
16,D20240717,2024-07-17,0.20065785944461823,0.14170469343662262,0.009535710327327251,0.058953166007995605,0.012647695466876031,0.1058418560773134,0
17,D20240729,2024-07-29,0.24556228518486023,0.1692870557308197,0.017933206632733345,0.07627522945404053,0.021384144201874733,0.13571056723594666,0
18,D20240822,2024-08-22,0.23558174073696136,0.17871996760368347,0.008122764527797699,0.05686177313327789,0.0045330703258514415,0.10759665332734585,0
19,D20240903,2024-09-03,0.17437438666820526,0.14973954856395721,0.01702549308538437,0.024634838104248047,-0.017049019038677213,0.0753240589052438,0
20,D20240915,2024-09-15,0.19090434908866882,0.16778939962387085,0.07084162533283234,0.023114949464797974,-0.022526236623525618,0.06652544178068635,0
21,D20240927,2024-09-27,0.19102704524993896,0.15290889143943787,0.10028407722711563,0.0381181538105011,-0.00879133939743042,0.07998928129673002,0
22,D20241009,2024-10-09,0.20996065437793732,0.1587408035993576,0.19346603751182556,0.05121985077857971,0.006021358445286751,0.09478217922151082,0
23,D20241021,2024-10-21,0.2366504967212677,0.17983807623386383,0.20139279961585999,0.05681242048740387,0.009413395822048188,0.11123651154339309,0
24,D20241102,2024-11-02,0.21317656338214874,0.19305090606212616,0.23766562342643738,0.020125657320022583,-0.027503954246640205,0.06638647727668286,0
25,D20241114,2024-11-14,0.25756314396858215,0.20522254705429077,0.29270702600479126,0.05234059691429138,-0.0003943525254726409,0.10320265106856812,0
26,D20241126,2024-11-26,0.32037973403930664,0.261718213558197,0.3224474787712097,0.05866152048110962,0.004412481188774109,0.10350005850195883,0
27,D20241208,2024-12-08,0.4690535366535187,0.4154928922653198,0.39012575149536133,0.05356064438819885,-0.007094305753707885,0.1132430076599121,0
28,D20241220,2024-12-20,0.8322420120239258,0.6301082372665405,0.6539660692214966,0.20213377475738525,0.14926093816757202,0.25163267403841016,1
29,D20250101,2025-01-01,0.8532151579856873,0.5932969450950623,0.5769349336624146,0.259918212890625,0.2148492455482483,0.3042943701148033,1
30,D20250113,2025-01-13,0.8649596571922302,0.6032623648643494,0.4343513548374176,0.26169729232788086,0.2120111882686615,0.31171010136604305,1
31,D20250125,2025-01-25,0.8586154580116272,0.6221455335617065,0.3262821137905121,0.23646992444992065,0.1855054810643196,0.28308893144130703,1
32,D20250206,2025-02-06,0.8491097688674927,0.5921007394790649,0.22097401320934296,0.25700902938842773,0.2107253700494766,0.3075640127062797,1
33,D20250218,2025-02-18,0.7313591241836548,0.5397265553474426,0.26281315088272095,0.19163256883621216,0.13357062488794327,0.24711232185363766,0
