k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,perm_p_value,is_near_event_window
11,D20170630,2017-06-30,0.5036029970058593,0.47111215372787224,0.5384394892292117,,0
12,D20170712,2017-07-12,0.4431566933608393,0.40423417809167705,0.48207574650564206,,0
13,D20170724,2017-07-24,0.38541800973215096,0.3454467095492553,0.429368842790902,,0
14,D20170805,2017-08-05,0.3650368417785291,0.3243624915834563,0.405677406415197,,0
15,D20170817,2017-08-17,0.35980306481574337,0.3178700533405919,0.40362293406682614,,0
16,D20170829,2017-08-29,0.3630980521372052,0.3231463308644805,0.4001495876490504,,0
17,D20170910,2017-09-10,0.36826019894082873,0.3325543553524443,0.40640493006508793,,0
18,D20170922,2017-09-22,0.3295178335219594,0.2913920843898782,0.3680338476378761,,0
19,D20171004,2017-10-04,0.32772230419896,0.29642159601545304,0.3657012115047585,,0
20,D20171016,2017-10-16,0.3504959194685997,0.3127832375876872,0.38328462482510295,,0
21,D20171028,2017-10-28,0.4964543071214704,0.4608886198778467,0.5347126914316003,,0
22,D20171109,2017-11-09,0.4844538677898276,0.44329231312885303,0.5191697825785903,,0
23,D20171121,2017-11-21,0.4818035519008257,0.447132525345138,0.5139395871237626,,0
24,D20171203,2017-12-03,0.5260757656070179,0.49186162008318646,0.5553575777545378,,0
25,D20171215,2017-12-15,0.5876538257668009,0.550563609969008,0.6169595146340415,,0
26,D20171227,2017-12-27,0.8775076524886704,0.8535892678920199,0.9001015954424116,0.004975124378109453,1
27,D20180108,2018-01-08,0.9011981337955867,0.8783304442502471,0.922544279376722,0.004975124378109453,1
28,D20180120,2018-01-20,0.922276501965054,0.903857045303688,0.9380526863697358,0.004975124378109453,1
29,D20180201,2018-02-01,0.9355901608813375,0.917982632074075,0.9521454426505068,0.004975124378109453,1
30,D20180213,2018-02-13,0.9267892019922735,0.9096110959891887,0.9445629127687922,0.004975124378109453,1
31,D20180225,2018-02-25,0.8537789684302012,0.8248847948273474,0.8794231623282668,,0
