k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.3660799812753834,0.34699490491044405,0.38862354321952636,0
12,D20170712,2017-07-12,0.5143461482336591,0.4873750668822309,0.5440499797487106,0
13,D20170724,2017-07-24,0.36404690593528927,0.34108784339901876,0.38889903058691166,0
14,D20170805,2017-08-05,0.38968152258873606,0.362542489179647,0.41734956374243826,0
15,D20170817,2017-08-17,0.3684075551516535,0.34063982275185406,0.3982823306657497,0
16,D20170829,2017-08-29,0.4981070703247093,0.4691921722144604,0.5235948591102628,0
17,D20170910,2017-09-10,0.4948235200063956,0.4682604323036239,0.525922709906661,0
18,D20170922,2017-09-22,0.46906705849660785,0.43631988079431283,0.5031338268290815,0
19,D20171004,2017-10-04,0.45727796664533177,0.42602969137612934,0.48409373192494165,0
20,D20171016,2017-10-16,0.4478472710845781,0.4181765495848365,0.47660079700020846,0
21,D20171028,2017-10-28,0.44351912988324566,0.41256758657125203,0.4735333045818,0
22,D20171109,2017-11-09,0.4442848742373259,0.4134162865636909,0.4760278010952552,0
23,D20171121,2017-11-21,0.42894133194247186,0.39710328904056086,0.4601445474908388,0
24,D20171203,2017-12-03,0.43782228084902264,0.4026054993447829,0.4750046414221462,0
25,D20171215,2017-12-15,0.46117868764902514,0.43293946261120747,0.4922679264846892,0
26,D20171227,2017-12-27,0.5266279171127488,0.4955657562496057,0.552046656466374,1
27,D20180108,2018-01-08,0.5392248933375907,0.5120133249149614,0.5632513264474133,1
28,D20180120,2018-01-20,0.5358406885727344,0.5100426830237367,0.5665516183934683,1
29,D20180201,2018-02-01,0.5385229610130171,0.5084019011650391,0.5706852533048611,1
30,D20180213,2018-02-13,0.5504314897195208,0.520231929035244,0.5829863283328782,1
31,D20180225,2018-02-25,0.990454924386357,0.984918291706218,0.9941529398563194,0
