k,epoch_col,epoch_date,core_mean_risk,near_mean_risk,far_mean_risk,gap_core_minus_near,gap_ci_lo,gap_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.06433012336492538,0.07145106792449951,0.05630897358059883,-0.007120944559574127,-0.035690823942422865,0.01880859676748514,0
12,D20170712,2017-07-12,0.024692099541425705,0.03743290156126022,0.037423282861709595,-0.012740802019834518,-0.027242832956835626,0.0033874878194183034,0
13,D20170724,2017-07-24,0.022732868790626526,0.037115927785634995,0.027782117947936058,-0.014383058995008469,-0.028228825936093927,0.000301585998386137,0
14,D20170805,2017-08-05,0.030198970809578896,0.040674839168787,0.02616860345005989,-0.010475868359208107,-0.027201035432517527,0.010334741557016955,0
15,D20170817,2017-08-17,0.05889284238219261,0.04234449192881584,0.023108724504709244,0.01654835045337677,-0.007310000527650118,0.04084258684888481,0
16,D20170829,2017-08-29,0.003951389342546463,0.005307306535542011,0.00902542844414711,-0.0013559171929955482,-0.006313540623523295,0.005034723656717684,0
17,D20170910,2017-09-10,0.0019794688560068607,0.010525119490921497,0.01182582974433899,-0.008545650634914637,-0.013317587249912322,-0.0041087144985795035,0
18,D20170922,2017-09-22,0.005773217882961035,0.016293840482831,0.012694576755166054,-0.010520622599869967,-0.019440978486090898,-1.0905275121345483e-05,0
19,D20171004,2017-10-04,0.008066268637776375,0.024862831458449364,0.01885460689663887,-0.01679656282067299,-0.02621938046067953,-0.004452492063865071,0
20,D20171016,2017-10-16,0.02853304333984852,0.03866703063249588,0.032909099012613297,-0.010133987292647362,-0.02705247700214386,0.00809120344929396,0
21,D20171028,2017-10-28,0.03294820338487625,0.035942889750003815,0.0294742900878191,-0.0029946863651275635,-0.01731529808603227,0.015527830552309751,0
22,D20171109,2017-11-09,0.0501173697412014,0.10104329884052277,0.03913363069295883,-0.050925929099321365,-0.07317837532609701,-0.01949327774345877,0
23,D20171121,2017-11-21,0.009379653260111809,0.04826765134930611,0.015975644811987877,-0.0388879980891943,-0.049905110616236925,-0.026033101091161377,0
24,D20171203,2017-12-03,0.00656099570915103,0.062193363904953,0.01715998910367489,-0.05563236819580197,-0.06962002068758011,-0.04283691197633744,0
25,D20171215,2017-12-15,0.1233898177742958,0.17372415959835052,0.03184714540839195,-0.05033434182405472,-0.07785031534731388,-0.020125712081789978,0
26,D20171227,2017-12-27,0.9465987086296082,0.4859565496444702,0.1572493612766266,0.46064215898513794,0.4270261116325855,0.4969415545463562,1
27,D20180108,2018-01-08,0.9559677839279175,0.42144179344177246,0.13453030586242676,0.534525990486145,0.5048041135072708,0.5662086099386215,1
28,D20180120,2018-01-20,0.9634870290756226,0.41554251313209534,0.12497243285179138,0.5479445159435272,0.51344253718853,0.579521507024765,1
29,D20180201,2018-02-01,0.9796791076660156,0.44545602798461914,0.11525297164916992,0.5342230796813965,0.5047516763210297,0.5616143867373466,1
30,D20180213,2018-02-13,0.9685845375061035,0.38803690671920776,0.09357081353664398,0.5805476307868958,0.5461022585630417,0.6102143913507462,1
31,D20180225,2018-02-25,0.579839825630188,0.1716260462999344,0.06593906134366989,0.4082137793302536,0.3653165712952614,0.4516770482063293,0
