k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20240518,2024-05-18,0.7004291845493562,0.4055793991416309,0.9465021459227467,0
12,D20240530,2024-05-30,0.6952789699570815,0.40596566523605154,0.9293776824034333,0
13,D20240611,2024-06-11,0.7630901287553647,0.47418454935622323,0.9502575107296137,0
14,D20240623,2024-06-23,0.8231759656652361,0.5392489270386266,0.9776824034334765,0
15,D20240705,2024-07-05,0.8626609442060086,0.6336695278969957,0.9982832618025752,0
16,D20240717,2024-07-17,0.7648068669527897,0.4474034334763949,0.9816094420600858,0
17,D20240729,2024-07-29,0.7751072961373391,0.6046137339055795,0.9558154506437769,0
18,D20240822,2024-08-22,0.7373390557939914,0.5510300429184549,0.9057510729613732,0
19,D20240903,2024-09-03,0.6789699570815451,0.45362660944206,0.864184549356223,0
20,D20240915,2024-09-15,0.6858369098712447,0.48542918454935624,0.8317596566523605,0
21,D20240927,2024-09-27,0.702145922746781,0.501695278969957,0.840343347639485,0
22,D20241009,2024-10-09,0.672961373390558,0.4308154506437768,0.8334763948497854,0
23,D20241021,2024-10-21,0.623175965665236,0.42815450643776826,0.8124678111587983,0
24,D20241102,2024-11-02,0.6017167381974249,0.36218884120171674,0.8198283261802575,0
25,D20241114,2024-11-14,0.6403433476394849,0.3351716738197425,0.8846995708154506,0
26,D20241126,2024-11-26,0.7416309012875536,0.489656652360515,0.9803004291845493,0
27,D20241208,2024-12-08,0.7373390557939914,0.4651502145922747,0.9545493562231759,0
28,D20241220,2024-12-20,0.8884120171673819,0.7754721030042918,0.9764592274678111,1
29,D20250101,2025-01-01,0.7605150214592276,0.5475965665236052,0.9575321888412017,1
30,D20250113,2025-01-13,0.7605150214592276,0.4956437768240344,0.955,1
31,D20250125,2025-01-25,0.8017167381974248,0.6470386266094421,0.9381974248927039,1
32,D20250206,2025-02-06,0.902145922746781,0.8064163090128755,0.985,1
33,D20250218,2025-02-18,0.7527896995708154,0.5702789699570815,0.882038626609442,0
