k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20240518,2024-05-18,0.6699570815450643,0.4402575107296137,0.8816309012875536,0
12,D20240530,2024-05-30,0.4446351931330472,0.16643776824034334,0.761909871244635,0
13,D20240611,2024-06-11,0.6832618025751073,0.485793991416309,0.8504506437768238,0
14,D20240623,2024-06-23,0.5768240343347639,0.42978540772532187,0.7309227467811158,0
15,D20240705,2024-07-05,0.4437768240343347,0.14688841201716735,0.7107939914163085,0
16,D20240717,2024-07-17,0.45407725321888415,0.2369098712446352,0.7183476394849782,0
17,D20240729,2024-07-29,0.46351931330472096,0.23506437768240343,0.6989270386266092,0
18,D20240822,2024-08-22,0.4969957081545064,0.30851931330472104,0.6976180257510727,0
19,D20240903,2024-09-03,0.4806866952789699,0.2321030042918455,0.7636695278969956,0
20,D20240915,2024-09-15,0.4789699570815451,0.22107296137339055,0.7764163090128756,0
21,D20240927,2024-09-27,0.5278969957081545,0.2532188841201717,0.797145922746781,0
22,D20241009,2024-10-09,0.5832618025751073,0.31538626609442066,0.8618454935622317,0
23,D20241021,2024-10-21,0.5587982832618026,0.27969957081545066,0.857961373390558,0
24,D20241102,2024-11-02,0.6287553648068669,0.35572961373390555,0.8942167381974249,0
25,D20241114,2024-11-14,0.5982832618025751,0.33025751072961373,0.8747210300429183,0
26,D20241126,2024-11-26,0.5613733905579399,0.2694420600858369,0.8472532188841201,0
27,D20241208,2024-12-08,0.515450643776824,0.2725107296137339,0.7674248927038626,0
28,D20241220,2024-12-20,0.5553648068669528,0.3518884120171674,0.7971030042918454,1
29,D20250101,2025-01-01,0.5948497854077253,0.43858369098712446,0.786802575107296,1
30,D20250113,2025-01-13,0.8171673819742489,0.6689055793991416,0.9546351931330471,1
31,D20250125,2025-01-25,0.8725321888412017,0.7480042918454936,0.971266094420601,1
32,D20250206,2025-02-06,0.9085836909871244,0.8366845493562232,0.9708583690987124,1
