k,epoch_col,epoch_date,core_mean_risk,near_mean_risk,far_mean_risk,gap_core_minus_near,gap_ci_lo,gap_ci_hi,is_near_event_window
11,D20240518,2024-05-18,0.2819405198097229,0.2679368853569031,0.15969231724739075,0.014003634452819824,-0.023119229823350906,0.051160802692174843,0
12,D20240530,2024-05-30,0.3753420412540436,0.3853464722633362,0.42027348279953003,-0.010004431009292603,-0.058230791985988614,0.0319531016051769,0
13,D20240611,2024-06-11,0.39018744230270386,0.3689362406730652,0.2275213748216629,0.021251201629638672,-0.019244108349084854,0.0657377853989601,0
14,D20240623,2024-06-23,0.44147613644599915,0.43817222118377686,0.36064958572387695,0.00330391526222229,-0.048880770802497864,0.0481793649494648,0
15,D20240705,2024-07-05,0.5019698143005371,0.5413596630096436,0.5417093634605408,-0.039389848709106445,-0.08225896880030632,0.008596923947334262,0
16,D20240717,2024-07-17,0.5055962800979614,0.5346688032150269,0.5449231266975403,-0.02907252311706543,-0.07562966570258141,0.013911674916744212,0
17,D20240729,2024-07-29,0.507533848285675,0.5332328677177429,0.5495384335517883,-0.02569901943206787,-0.0737847000360489,0.02349392920732483,0
18,D20240822,2024-08-22,0.5113554000854492,0.498651921749115,0.5229401588439941,0.012703478336334229,-0.031508715450763704,0.05350805670022961,0
19,D20240903,2024-09-03,0.5465713143348694,0.4860454797744751,0.5711110830307007,0.06052583456039429,0.0073981046676635746,0.10386291816830633,0
20,D20240915,2024-09-15,0.5734763741493225,0.4967479109764099,0.5730255842208862,0.0767284631729126,0.03140767514705658,0.12229696735739695,0
21,D20240927,2024-09-27,0.6294787526130676,0.5270994901657104,0.575863242149353,0.10237926244735718,0.05457445979118347,0.1513437062501907,0
22,D20241009,2024-10-09,0.6779296398162842,0.5731623768806458,0.5716581344604492,0.10476726293563843,0.0627024382352829,0.14547639340162277,0
23,D20241021,2024-10-21,0.7019236087799072,0.5819844603538513,0.6009230613708496,0.11993914842605591,0.08118761777877807,0.16416371315717695,0
24,D20241102,2024-11-02,0.7531036734580994,0.6037380695343018,0.5875213742256165,0.1493656039237976,0.10862650871276855,0.19027141928672792,0
25,D20241114,2024-11-14,0.7352026700973511,0.5865057110786438,0.59025639295578,0.14869695901870728,0.10793141126632691,0.19523993283510205,0
26,D20241126,2024-11-26,0.6930603981018066,0.5467103123664856,0.5857778191566467,0.14635008573532104,0.10555848777294159,0.18909244686365126,0
27,D20241208,2024-12-08,0.6200072765350342,0.5231021642684937,0.6091282367706299,0.09690511226654053,0.052257980406284335,0.1521948829293251,0
28,D20241220,2024-12-20,0.6520420908927917,0.5081372857093811,0.5912478566169739,0.14390480518341064,0.10106641501188278,0.19126648679375644,1
29,D20250101,2025-01-01,0.6482058167457581,0.5483477115631104,0.5864615440368652,0.0998581051826477,0.058619935810565946,0.14552634507417678,1
30,D20250113,2025-01-13,0.6671266555786133,0.5630900859832764,0.32813674211502075,0.10403656959533691,0.05657201558351517,0.14737631678581237,1
31,D20250125,2025-01-25,0.6798906326293945,0.5280115604400635,0.254564106464386,0.15187907218933105,0.1091739922761917,0.19953403472900388,1
32,D20250206,2025-02-06,0.6516312956809998,0.5386035442352295,0.1370256394147873,0.11302775144577026,0.05839821398258209,0.15652897059917448,1
