k,epoch_col,epoch_date,core_mean_risk,near_mean_risk,far_mean_risk,gap_core_minus_near,gap_ci_lo,gap_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.1498899906873703,0.1973654180765152,0.22801615297794342,-0.0474754273891449,-0.07190321870148182,-0.020089541003108044,0
12,D20170712,2017-07-12,0.3762132227420807,0.38874906301498413,0.32456156611442566,-0.012535840272903442,-0.04978288561105728,0.01740393564105033,0
13,D20170724,2017-07-24,0.3665614128112793,0.40092363953590393,0.3730137348175049,-0.034362226724624634,-0.07153709009289741,0.006036405265331243,0
14,D20170805,2017-08-05,0.35204461216926575,0.4388424754142761,0.3764043152332306,-0.08679786324501038,-0.11723220869898796,-0.05414776355028153,0
15,D20170817,2017-08-17,0.38773733377456665,0.489321231842041,0.3829048275947571,-0.10158389806747437,-0.14489811584353446,-0.07112280949950218,0
16,D20170829,2017-08-29,0.4418393075466156,0.5059904456138611,0.404376745223999,-0.06415113806724548,-0.10503954365849495,-0.025652755051851286,0
17,D20170910,2017-09-10,0.4701269268989563,0.5099811553955078,0.4287435710430145,-0.039854228496551514,-0.07548372596502304,-0.002426962554454825,0
18,D20170922,2017-09-22,0.5448040962219238,0.5808426737785339,0.4339599013328552,-0.03603857755661011,-0.0749426320195198,0.0007181614637373772,0
19,D20171004,2017-10-04,0.497945100069046,0.5578997731208801,0.44416940212249756,-0.059954673051834106,-0.09728821739554405,-0.023699724674224855,0
20,D20171016,2017-10-16,0.35916438698768616,0.5295656323432922,0.4175456762313843,-0.17040124535560608,-0.2077580936253071,-0.13121538460254678,0
21,D20171028,2017-10-28,0.41216471791267395,0.5368555784225464,0.41819560527801514,-0.12469086050987244,-0.16092629879713058,-0.08999151512980462,0
22,D20171109,2017-11-09,0.5002262592315674,0.552707314491272,0.45039069652557373,-0.05248105525970459,-0.08606287986040115,-0.018689522147178665,0
23,D20171121,2017-11-21,0.5936176180839539,0.5822603702545166,0.4641430377960205,0.011357247829437256,-0.030292604863643647,0.04464636743068694,0
24,D20171203,2017-12-03,0.6762931942939758,0.5833598375320435,0.4685070216655731,0.09293335676193237,0.06296211034059525,0.12504243105649945,0
25,D20171215,2017-12-15,0.7212951183319092,0.5595463514328003,0.4764569401741028,0.1617487668991089,0.1306963175535202,0.19370316565036771,0
26,D20171227,2017-12-27,0.7737624049186707,0.5863838195800781,0.5106733441352844,0.18737858533859253,0.15569483786821364,0.2217342898249626,1
27,D20180108,2018-01-08,0.7895007729530334,0.6021113991737366,0.5049892067909241,0.18738937377929688,0.1573946699500084,0.21655778884887694,1
28,D20180120,2018-01-20,0.7615112662315369,0.6024367213249207,0.5057581663131714,0.1590745449066162,0.12536509782075883,0.18936215192079536,1
29,D20180201,2018-02-01,0.7622480988502502,0.6004091501235962,0.5221980810165405,0.16183894872665405,0.12861636728048326,0.19250188171863555,1
30,D20180213,2018-02-13,0.7126016020774841,0.6734079122543335,0.5305427312850952,0.039193689823150635,-0.010672555863857269,0.0801464959979057,1
