k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.3506227813279741,0.3141587636070123,0.3923555416052024,0
12,D20170712,2017-07-12,0.5483796319707418,0.5014591884747287,0.5873220065776958,0
13,D20170724,2017-07-24,0.4889809869048083,0.44652352665247874,0.5221493541018614,0
14,D20170805,2017-08-05,0.4726867657703605,0.43924566234719425,0.5046231875577619,0
15,D20170817,2017-08-17,0.5072423041488414,0.4691682788234121,0.5427709338372798,0
16,D20170829,2017-08-29,0.5379809199623774,0.5032714019526963,0.5730041824571339,0
17,D20170910,2017-09-10,0.5494304836566557,0.5193844089633507,0.579019543818637,0
18,D20170922,2017-09-22,0.6196824713411748,0.5892668286769815,0.649426660954888,0
19,D20171004,2017-10-04,0.5598397908699193,0.5258352091662006,0.5919366397115021,0
20,D20171016,2017-10-16,0.4369915204648791,0.39934504777715013,0.4756472767193006,0
21,D20171028,2017-10-28,0.5026642124319318,0.47282172821276713,0.5349127713636654,0
22,D20171109,2017-11-09,0.5604054303314709,0.5250771824556892,0.5958698085301994,0
23,D20171121,2017-11-21,0.6415261718417018,0.6104052075913681,0.6729053701314431,0
24,D20171203,2017-12-03,0.7286553577302375,0.7014909199094014,0.7564532262639718,0
25,D20171215,2017-12-15,0.7684011017086694,0.7437984760724154,0.7938291118665812,0
26,D20171227,2017-12-27,0.7905356887437025,0.764045497254638,0.8165066911126939,1
27,D20180108,2018-01-08,0.804493907997983,0.7800979430372889,0.8276211092120008,1
28,D20180120,2018-01-20,0.7666478360979594,0.7387535752796531,0.7939464357008318,1
29,D20180201,2018-02-01,0.74854641012786,0.7222171694332191,0.7736595380201703,1
30,D20180213,2018-02-13,0.6839387770532905,0.6536396274629638,0.7218316183549404,1
