ID,Fi,Lambda,E,N,H,Velocity_m,Sigma_ts_m,aceler,def0,D20240107,D20240119,D20240131,D20240212,D20240224,D20240307,D20240319,D20240331,D20240412,D20240424,D20240506,D20240518,D20240530,D20240611,D20240623,D20240705,D20240717,D20240729,D20240822,D20240903,D20240915,D20240927,D20241009,D20241021,D20241102,D20241114,D20241126,D20241208,D20241220,D20250101,D20250113,D20250125,D20250206,D20250218
D30003000007,-12.648653260000000,28.039429999999999,612879.299999999930151,8601493.599999999627471,1301.109999999999900,0.000000000000000,0.000000000000000,IV,0.000000000000000,0.000000000000000,1.460000000000000,0.240000000000000,-4.200000000000000,5.800000000000000,2.330000000000000,3.980000000000000,4.050000000000000,2.360000000000000,0.660000000000000,-0.210000000000000,-0.640000000000000,0.770000000000000,-0.780000000000000,-0.530000000000000,-0.610000000000000,-1.590000000000000,-6.440000000000000,1.200000000000000,-0.830000000000000,4.400000000000001,-3.210000000000000,3.480000000000000,5.780000000000000,2.990000000000000,1.550000000000000,-2.430000000000000,-7.170000000000000,0.340000000000000,-5.140000000000000,-0.930000000000000,-2.050000000000000,-7.250000000000000,-6.210000000000000
D30003000008,-12.648647440000000,28.039404930000000,612876.599999999976717,8601494.300000000745058,1300.549999999999955,0.000000000000000,0.000000000000000,IV,0.000000000000000,0.000000000000000,1.650000000000000,-0.350000000000000,-0.540000000000000,4.770000000000000,3.390000000000000,2.460000000000000,2.540000000000000,0.840000000000000,-0.860000000000000,-0.420000000000000,2.120000000000000,3.960000000000000,0.930000000000000,0.980000000000000,1.310000000000000,2.550000000000000,2.830000000000000,3.750000000000000,1.310000000000000,1.610000000000000,6.700000000000000,5.130000000000000,5.670000000000000,9.300000000000001,4.230000000000001,2.660000000000000,-0.340000000000000,4.620000000000000,0.260000000000000,2.070000000000000,1.420000000000000,-2.880000000000000,-3.650000000000000
D30003000009,-12.648641619999999,28.039379860000000,612873.900000000139698,8601495.000000000000000,1299.990000000000009,0.000000000000000,0.000000000000000,IV,0.000000000000000,0.000000000000000,4.360000000000001,3.090000000000000,1.870000000000000,6.420000000000000,5.170000000000000,4.090000000000000,4.160000000000000,2.460000000000000,0.770000000000000,-0.260000000000000,1.580000000000000,1.740000000000000,1.040000000000000,0.310000000000000,0.630000000000000,4.040000000000000,1.040000000000000,-0.050000000000000,2.640000000000000,0.980000000000000,0.250000000000000,1.880000000000000,3.640000000000000,1.530000000000000,2.090000000000000,4.690000000000000,-1.670000000000000,-7.400000000000000,-1.280000000000000,0.960000000000000,-0.510000000000000,-8.320000000000000,-2.130000000000000
D30003000010,-12.648635790000000,28.039354759999998,612871.099999999976717,8601495.599999999627471,1299.420000000000073,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,6.360000000000000,-4.790000000000000,1.350000000000000,5.120000000000000,6.310000000000000,0.760000000000000,0.830000000000000,-0.870000000000000,-2.560000000000000,5.450000000000000,7.350000000000000,10.710000000000001,10.460000000000001,11.760000000000000,7.620000000000000,10.060000000000000,8.949999999999999,10.570000000000000,12.330000000000000,9.869999999999999,9.949999999999999,10.630000000000001,11.930000000000000,14.880000000000001,13.470000000000001,1.340000000000000,4.480000000000001,8.250000000000000,9.410000000000000,13.300000000000001,11.570000000000000,8.949999999999999,14.060000000000000
D30003000011,-12.648629950000000,28.039329620000000,612868.400000000023283,8601496.300000000745058,1298.859999999999900,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,3.300000000000000,-3.440000000000000,-2.030000000000000,4.250000000000000,9.480000000000000,-3.680000000000000,-3.610000000000000,-5.310000000000000,-7.010000000000000,-10.740000000000000,-9.690000000000000,-8.930000000000000,-8.660000000000000,-9.359999999999999,-10.070000000000000,-7.550000000000000,-11.660000000000000,-14.240000000000000,-6.840000000000000,-8.789999999999999,-9.850000000000000,-13.130000000000001,-6.710000000000000,3.290000000000000,-8.470000000000002,-15.730000000000000,-17.730000000000000,-18.750000000000000,-22.430000000000000,-23.890000000000001,-27.649999999999999,-21.170000000000002,-24.449999999999999
D30003000013,-12.648617639999999,28.039276640000001,612862.699999999953434,8601497.699999999254942,1298.069999999999936,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,0.680000000000000,-5.230000000000000,0.650000000000000,3.390000000000000,5.900000000000000,5.120000000000000,5.190000000000000,3.490000000000000,1.800000000000000,13.500000000000000,8.510000000000000,11.980000000000000,9.240000000000000,8.490000000000000,9.220000000000001,11.570000000000000,9.330000000000000,10.440000000000000,12.140000000000001,13.630000000000001,11.380000000000001,12.820000000000000,15.740000000000000,14.800000000000001,11.789999999999999,4.340000000000000,7.890000000000000,6.400000000000000,6.190000000000000,7.440000000000000,4.410000000000000,1.550000000000000,6.080000000000000
D30003000014,-12.648611280000001,28.039249300000002,612859.699999999953434,8601498.400000000372529,1297.759999999999991,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,1.030000000000000,-1.950000000000000,-1.250000000000000,1.900000000000000,3.170000000000000,2.680000000000000,2.750000000000000,1.060000000000000,-0.640000000000000,1.530000000000000,-0.450000000000000,-0.180000000000000,1.440000000000000,1.470000000000000,1.310000000000000,3.040000000000000,-0.400000000000000,0.740000000000000,3.910000000000000,1.170000000000000,2.660000000000000,2.610000000000000,2.740000000000000,5.670000000000000,2.550000000000000,-3.080000000000000,-0.230000000000000,-1.720000000000000,-1.640000000000000,-1.380000000000000,0.200000000000000,-2.120000000000000,-0.160000000000000
D30003000015,-12.648604920000000,28.039221950000002,612856.700000000069849,8601499.099999999627471,1297.440000000000055,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,1.140000000000000,-3.140000000000000,-5.360000000000000,-1.730000000000000,-0.950000000000000,-1.160000000000000,-1.090000000000000,-2.790000000000000,-4.490000000000000,-9.520000000000000,-18.680000000000000,-13.970000000000001,-2.780000000000000,-0.210000000000000,-1.750000000000000,-3.890000000000000,-7.410000000000000,-17.030000000000001,-26.289999999999999,-21.520000000000000,-29.160000000000000,-31.030000000000001,-29.969999999999999,-31.350000000000001,-32.000000000000000,-35.280000000000001,-35.439999999999998,-36.020000000000003,-37.549999999999997,-36.219999999999999,-31.670000000000002,-32.640000000000001,-33.909999999999997
D30003000016,-12.648598560000000,28.039194599999998,612853.800000000046566,8601499.800000000745058,1297.119999999999891,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,7.310000000000000,1.760000000000000,-3.980000000000000,14.060000000000000,7.580000000000000,6.610000000000000,6.680000000000000,4.980000000000000,3.290000000000000,4.590000000000000,1.170000000000000,3.340000000000000,0.120000000000000,-1.100000000000000,-0.370000000000000,3.500000000000000,-1.320000000000000,0.820000000000000,2.260000000000000,3.450000000000000,0.880000000000000,1.770000000000000,3.370000000000000,3.990000000000000,0.690000000000000,-2.320000000000000,-4.600000000000000,-0.760000000000000,-2.770000000000000,0.680000000000000,-2.070000000000000,-2.490000000000000,-2.180000000000000
D30003000017,-12.648592200000000,28.039167230000000,612850.800000000046566,8601500.500000000000000,1296.799999999999955,0.000000000000000,0.000000000000000,IV,0.000000000000000,0.000000000000000,2.360000000000000,1.810000000000000,-4.500000000000000,0.190000000000000,7.880000000000000,4.010000000000000,4.080000000000000,2.380000000000000,0.690000000000000,2.550000000000000,0.470000000000000,2.720000000000000,2.230000000000000,0.330000000000000,5.800000000000000,7.780000000000000,4.640000000000000,6.400000000000000,6.640000000000000,1.820000000000000,3.150000000000000,4.130000000000000,5.210000000000000,7.480000000000000,4.420000000000000,-2.730000000000000,-1.350000000000000,3.650000000000000,2.280000000000000,4.210000000000000,3.280000000000000,1.180000000000000,1.160000000000000
D30003000018,-12.648585830000000,28.039139850000002,612847.800000000046566,8601501.199999999254942,1296.480000000000018,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,2.270000000000000,2.950000000000000,-4.250000000000000,1.380000000000000,4.690000000000000,3.280000000000000,3.350000000000000,1.650000000000000,-0.050000000000000,0.470000000000000,-2.650000000000000,-3.590000000000000,-3.920000000000000,-3.920000000000000,-6.630000000000000,-2.080000000000000,-7.280000000000000,-4.240000000000000,-3.860000000000000,0.710000000000000,1.690000000000000,1.470000000000000,0.880000000000000,2.070000000000000,-1.510000000000000,-5.980000000000000,-7.220000000000000,-1.700000000000000,-2.070000000000000,-2.920000000000000,-1.450000000000000,-2.020000000000000,-1.760000000000000
D30003000019,-12.648579460000001,28.039112459999998,612844.800000000046566,8601501.900000000372529,1296.160000000000082,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,1.490000000000000,1.710000000000000,-3.630000000000000,1.650000000000000,2.600000000000000,1.870000000000000,1.940000000000000,0.240000000000000,-1.450000000000000,-6.760000000000000,-4.430000000000000,-3.020000000000000,-4.350000000000000,-4.050000000000000,-5.110000000000000,-2.670000000000000,-3.510000000000000,-1.240000000000000,-3.860000000000000,9.050000000000001,5.830000000000000,11.060000000000000,-3.110000000000000,0.440000000000000,-2.480000000000000,-6.000000000000000,-8.279999999999999,-2.850000000000000,-4.100000000000000,-4.490000000000000,-2.770000000000000,-3.680000000000000,-3.300000000000000
D30003000020,-12.648573080000000,28.039085020000002,612841.900000000139698,8601502.699999999254942,1295.839999999999918,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,-0.810000000000000,-0.890000000000000,-2.410000000000000,3.090000000000000,7.040000000000000,1.060000000000000,1.130000000000000,-0.570000000000000,-2.270000000000000,7.920000000000000,5.050000000000000,-0.050000000000000,-3.160000000000000,-7.900000000000000,-5.110000000000000,-3.970000000000000,-2.590000000000000,-1.400000000000000,-2.290000000000000,1.280000000000000,3.530000000000000,1.390000000000000,-3.780000000000000,-3.590000000000000,-3.730000000000000,-8.199999999999999,-9.250000000000000,-4.940000000000000,-7.600000000000000,-7.400000000000000,-3.620000000000000,-5.400000000000000,-6.750000000000000
D30003000146,-12.647675240000000,28.035228109999998,612423.400000000023283,8601603.599999999627471,1299.470000000000027,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,5.710000000000000,0.790000000000000,-2.490000000000000,6.990000000000000,7.800000000000000,6.010000000000000,6.080000000000000,4.390000000000000,2.690000000000000,4.450000000000000,4.180000000000000,2.150000000000000,3.340000000000000,6.290000000000000,5.910000000000000,13.850000000000000,2.660000000000000,3.830000000000000,3.800000000000000,0.330000000000000,3.560000000000000,5.940000000000000,-0.990000000000000,10.710000000000001,3.690000000000000,2.280000000000000,-2.350000000000000,1.850000000000000,2.310000000000000,3.210000000000000,8.830000000000000,11.949999999999999,4.570000000000000
D30003000159,-12.647568140000001,28.034768660000001,612373.500000000000000,8601615.699999999254942,1306.380000000000109,0.000000000000000,0.000000000000000,"0",0.000000000000000,0.000000000000000,2.360000000000000,-1.710000000000000,-2.920000000000000,4.410000000000000,4.470000000000000,-0.220000000000000,-0.140000000000000,-1.840000000000000,-3.540000000000000,-1.700000000000000,-4.240000000000000,-2.290000000000000,-5.540000000000000,-14.779999999999999,-4.220000000000000,-4.160000000000000,-10.039999999999999,-16.109999999999999,-4.050000000000000,-7.110000000000000,-7.470000000000000,-5.710000000000000,-8.310000000000000,-0.910000000000000,-2.430000000000000,-4.950000000000000,-8.140000000000002,-0.960000000000000,-0.190000000000000,0.830000000000000,-3.420000000000000,-7.460000000000000,-2.010000000000000
