k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20240518,2024-05-18,0.3493562231759657,0.14236051502145922,0.568283261802575,0
12,D20240530,2024-05-30,0.3974248927038626,0.18789699570815452,0.6235622317596563,0
13,D20240611,2024-06-11,0.45751072961373385,0.2815450643776824,0.7128969957081545,0
14,D20240623,2024-06-23,0.45064377682403434,0.26718884120171676,0.6571459227467811,0
15,D20240705,2024-07-05,0.4772532188841202,0.27671673819742487,0.6244849785407726,0
16,D20240717,2024-07-17,0.4781115879828326,0.31877682403433477,0.6266094420600858,0
17,D20240729,2024-07-29,0.3957081545064378,0.17787553648068669,0.6125536480686695,0
18,D20240822,2024-08-22,0.4240343347639485,0.2273390557939914,0.6319313304721028,0
19,D20240903,2024-09-03,0.4695278969957081,0.24590128755364807,0.6816309012875535,0
20,D20240915,2024-09-15,0.47124463519313303,0.22954935622317596,0.6669527896995708,0
21,D20240927,2024-09-27,0.4721030042918455,0.24532188841201719,0.6885407725321887,0
22,D20241009,2024-10-09,0.4772532188841202,0.26641630901287555,0.68293991416309,0
23,D20241021,2024-10-21,0.4755364806866953,0.225,0.7004291845493563,0
24,D20241102,2024-11-02,0.4068669527896996,0.18776824034334763,0.6163519313304721,0
25,D20241114,2024-11-14,0.41115879828326174,0.19218884120171673,0.5957081545064378,0
26,D20241126,2024-11-26,0.4351931330472103,0.20710300429184547,0.6591201716738194,0
27,D20241208,2024-12-08,0.44892703862660943,0.23203862660944205,0.6593991416309012,0
28,D20241220,2024-12-20,0.4815450643776824,0.2848497854077253,0.665236051502146,1
29,D20250101,2025-01-01,0.4806866952789699,0.2515021459227467,0.6949141630901288,1
30,D20250113,2025-01-13,0.49270386266094424,0.2806437768240343,0.6802789699570816,1
31,D20250125,2025-01-25,0.5193133047210301,0.28796137339055794,0.7255364806866952,1
32,D20250206,2025-02-06,0.5836909871244635,0.323519313304721,0.7888412017167382,1
33,D20250218,2025-02-18,0.8772532188841202,0.7478326180257511,0.9769527896995706,0
