k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20240518,2024-05-18,0.40600858369098713,0.17551502145922745,0.6742918454935618,0
12,D20240530,2024-05-30,0.42918454935622313,0.15804721030042918,0.7633047210300428,0
13,D20240611,2024-06-11,0.47296137339055794,0.25995708154506436,0.7429399141630901,0
14,D20240623,2024-06-23,0.5030042918454936,0.231137339055794,0.7872532188841201,0
15,D20240705,2024-07-05,0.4875536480686695,0.2003648068669528,0.7678755364806866,0
16,D20240717,2024-07-17,0.488412017167382,0.21156652360515021,0.7809227467811157,0
17,D20240729,2024-07-29,0.3562231759656652,0.1136695278969957,0.681587982832618,0
18,D20240822,2024-08-22,0.36995708154506435,0.15948497854077254,0.6684334763948495,0
19,D20240903,2024-09-03,0.3836909871244635,0.13603004291845494,0.672811158798283,0
20,D20240915,2024-09-15,0.39999999999999997,0.14706008583690985,0.6648283261802574,0
21,D20240927,2024-09-27,0.4008583690987124,0.16263948497854075,0.7061158798283261,0
22,D20241009,2024-10-09,0.41115879828326185,0.18924892703862659,0.7113519313304719,0
23,D20241021,2024-10-21,0.41630901287553645,0.17746781115879828,0.7017381974248927,0
24,D20241102,2024-11-02,0.28927038626609436,0.13070815450643777,0.4512231759656651,0
25,D20241114,2024-11-14,0.3012875536480687,0.16223175965665235,0.4366309012875535,0
26,D20241126,2024-11-26,0.32703862660944205,0.16238197424892703,0.5068240343347636,0
27,D20241208,2024-12-08,0.33991416309012873,0.16905579399141632,0.5018669527896994,0
28,D20241220,2024-12-20,0.36824034334763944,0.19336909871244637,0.5505150214592271,1
29,D20250101,2025-01-01,0.38969957081545065,0.19182403433476394,0.574420600858369,1
30,D20250113,2025-01-13,0.4128755364806867,0.2318669527896996,0.618068669527897,1
31,D20250125,2025-01-25,0.45579399141630905,0.23903433476394848,0.6444420600858367,1
32,D20250206,2025-02-06,0.5433476394849786,0.30618025751072964,0.7327253218884119,1
33,D20250218,2025-02-18,0.8240343347639485,0.6496995708154506,0.9425321888412016,0
