k,epoch_col,epoch_date,auc,auc_ci_lo,auc_ci_hi,is_near_event_window
11,D20170630,2017-06-30,0.41390456898947275,0.382520151357318,0.4442003533982433,0
12,D20170712,2017-07-12,0.4231385308592567,0.3993646910462331,0.4533664758566584,0
13,D20170724,2017-07-24,0.3371955263192114,0.3069800306875662,0.37152069123116765,0
14,D20170805,2017-08-05,0.3065963337701447,0.27592976534992353,0.3385562335684024,0
15,D20170817,2017-08-17,0.28443020192052537,0.2568269901768003,0.3167788915585595,0
16,D20170829,2017-08-29,0.3380963595357566,0.31078548514720833,0.36668184911368695,0
17,D20170910,2017-09-10,0.3341380873054516,0.3043464721098087,0.3700517021919071,0
18,D20170922,2017-09-22,0.3331004796256618,0.3055309798975251,0.3635195898114583,0
19,D20171004,2017-10-04,0.32784549879575864,0.2999688765856085,0.3604728302826367,0
20,D20171016,2017-10-16,0.3579358807095512,0.3312126669527372,0.3890136755199235,0
21,D20171028,2017-10-28,0.36055771232188616,0.33219814140842063,0.39451427246339954,0
22,D20171109,2017-11-09,0.3577502238237035,0.3271144236377095,0.3853876352032425,0
23,D20171121,2017-11-21,0.34563894142344653,0.31282066146827386,0.3736615366610946,0
24,D20171203,2017-12-03,0.336281449096542,0.3083221481681613,0.3688738284472583,0
25,D20171215,2017-12-15,0.34207221017419,0.312811167923884,0.3757663583943642,0
26,D20171227,2017-12-27,0.4118596944439227,0.38073349881116986,0.4374278382266324,1
27,D20180108,2018-01-08,0.4393436559525065,0.40827984560860064,0.46997464615627627,1
28,D20180120,2018-01-20,0.44905705084398034,0.4192125258438719,0.4822156836965321,1
29,D20180201,2018-02-01,0.44641089842039944,0.41518660082228426,0.4751949457501429,1
30,D20180213,2018-02-13,0.4385357715789408,0.4088612875774594,0.4738616174736119,1
31,D20180225,2018-02-25,0.9779041817828937,0.9680001936032896,0.9858036655556149,0
